"pert","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","MOAss","PCIDss"
"SJB-AF-2","SKB","trt_cp","down",-0.215655727079259,0.133358826453085,0.241923113270358,-0.802005328147591,-0.947847483526613,629,107,NA,NA,"1505784"
"methyltyramine","NPC","trt_cp","up",0.210882838690205,0.157560361532301,0.275684141426934,0.801950102693178,0.747420287542318,629,107,NA,NA,"9727"
"dihydroergotamine","HA1E","trt_cp","up",0.213873028833947,0.14291145701622,0.255232353436864,0.80194926570277,0.247832590114441,629,107,"HTR1B; HTR1D; HTR1E; HTR1F; HTR2B; HTR7","Serotonin receptor agonist","10531"
"BRD-K86011921","VCAP","trt_cp","up",0.208487437677287,0.172464501875189,0.296080490424603,0.801921870406185,0.537287653172144,629,107,NA,NA,"44616560"
"BRD-K78843060","VCAP","trt_cp","up",0.208481724857782,0.172464501875189,0.296080490424603,0.801899896732595,0.792106295746555,629,107,NA,NA,"56643191"
"SCH-28080","PC3","trt_cp","down",-0.22463625174879,0.0939448009114856,0.183598863308026,-0.801853738460042,-0.900989737348072,629,107,"ATP4A","ATPase inhibitor","108137"
"BRD-K09059649","A375","trt_cp","up",0.210392414016086,0.162510391666666,0.282591477199685,0.801848488087543,0.886023754760402,629,107,NA,NA,"54646656"
"SKF-89976A","MCF7","trt_cp","down",-0.218770179520256,0.119505026143938,0.221906864175152,-0.801843764097024,-0.802622597653345,629,107,"SLC6A1","GABA uptake inhibitor","92409"
"BRD-K61050052","PC3","trt_cp","up",0.215104804460686,0.138118354484833,0.24861412003858,0.801730027166995,1.05403779489888,629,107,NA,NA,"46903561"
"BRD-K82524003","VCAP","trt_cp","up",0.208435420830412,0.172464501875189,0.296080490424603,0.801721793856711,0.917173713866364,629,107,NA,NA,"44485039"
"BRD-K50868745","PC3","trt_cp","up",0.215101175424281,0.138118354484833,0.24861412003858,0.801716501167596,0.0160343300233523,629,107,NA,NA,"54657574"
"BRD-K96352593","HA1E","trt_cp","up",0.213806641059164,0.14291145701622,0.255232353436864,0.801700334701379,0.016034006694028,629,107,NA,NA,"2331284"
