"","Gene.symbol","ID.VL","adj.P.Val.VL","P.Value.VL","t.VL","B.VL","logFC.VL","Gene.title.VL","ID.HS","adj.P.Val.HS","P.Value.HS","t.HS","B.HS","logFC.HS","Gene.title.HS"
"781","TM2D1","ILMN_1763670",0.00052865,1.34e-05,5.1530864,3.14344,0.8943742,"TM2 domain containing 1","1558802_at",4.5e-05,6.5e-06,-5.6461338,3.572854,-0.93987379,"TM2 domain containing 1"
"782","TM7SF2","ILMN_1690040",0.0202094,0.00314,-3.1999287,-2.01487,-0.752735,"transmembrane 7 superfamily member 2","210130_s_at",0.00107,0.000275,-4.2126274,-0.128856,-0.85095126,"transmembrane 7 superfamily member 2"
"783","TM9SF1","ILMN_1709334",0.00900445,0.000975,-3.6378224,-0.9264,-0.6533323,"transmembrane 9 superfamily member 1","209149_s_at",3e-08,6.76e-10,9.5217237,12.729584,1.10073263,"transmembrane 9 superfamily member 1"
"784","TMED5","ILMN_1803279",0.01470687,0.002,3.3716595,-1.5954,1.2114517,"transmembrane p24 trafficking protein 5","202195_s_at",4.67e-08,1.23e-09,9.242083,12.134202,1.10818618,"transmembrane p24 trafficking protein 5"
"785","TMEM158","ILMN_1792455",0.00450509,0.000352,-4.0071857,0.0331,-0.9678061,"transmembrane protein 158 (gene/pseudogene)","213338_at",7.88e-05,1.27e-05,5.3876541,2.906372,1.54731881,"transmembrane protein 158 (gene/pseudogene)"
"786","TMEM159","ILMN_1655876",0.0396792,0.00808,-2.8281012,-2.88387,-0.7300607,"transmembrane protein 159","213272_s_at",0.000508,0.000114,-4.5487261,0.734547,-0.93874448,"transmembrane protein 159"
"787","TMEM167A","ILMN_1742813",0.00208313,0.000113,4.4080189,1.10461,0.6630655,"transmembrane protein 167A","226276_at",1.62e-07,6.18e-09,8.5084713,10.521625,0.79852831,"transmembrane protein 167A"
"788","TMEM237","ILMN_1800958",0.00375012,0.000271,4.1007293,0.28076,0.9773315,"transmembrane protein 237","1553956_at",1.59e-05,1.87e-06,-6.1318091,4.813875,-0.71055143,"transmembrane protein 237"
"789","TMEM266","ILMN_1808956",0.01063681,0.00125,-3.546848,-1.15743,-0.7220477,"transmembrane protein 266","1552400_a_at",0.000837,0.000206,-4.324149,0.15662,-1.05815501,"transmembrane protein 266"
"790","TMEM267","ILMN_1694798",0.03098253,0.00577,2.9625476,-2.57638,0.5942533,"transmembrane protein 267","238635_at",0.000138,2.47e-05,-5.1336239,2.248918,-0.63168548,"transmembrane protein 267"
"791","TMEM38B","ILMN_1669940",0.00053333,1.35e-05,5.1490494,3.13231,0.7703816,"transmembrane protein 38B","222736_s_at",4.72e-05,6.88e-06,5.6241142,3.516209,0.76975972,"transmembrane protein 38B"
"792","TMEM8A","ILMN_1741371",0.0143193,0.00191,-3.3876784,-1.55576,-0.823277,"transmembrane protein 8A","221882_s_at",1.55e-07,5.81e-09,8.5358593,10.58315,1.44360583,"transmembrane protein 8A"
"793","TMEM91","ILMN_2211065",0.02982971,0.00545,-2.9850529,-2.52413,-0.7813407,"transmembrane protein 91","229957_at",0.02,0.00858,-2.8470344,-3.439253,-0.58728051,"transmembrane protein 91"
"794","TMOD3","ILMN_1809484",0.03777335,0.00752,2.8569603,-2.81855,0.5913994,"tropomodulin 3","242316_at",0.000132,2.34e-05,-5.1530832,2.299334,-0.88764852,"tropomodulin 3"
"795","TMPRSS6","ILMN_1725014",0.0351434,0.00685,-2.8946405,-2.7327,-1.6021086,"transmembrane protease, serine 6","214955_at",2.34e-06,1.82e-07,-7.0659238,7.139278,-0.63859172,"transmembrane protease, serine 6"
"796","TMSB15B","ILMN_1740512",0.00110484,4.22e-05,4.7537355,2.04562,0.9839878,"thymosin beta 15B","205347_s_at",5.83e-05,8.87e-06,5.5260533,3.263631,1.56514715,"thymosin beta 15B///thymosin beta 15a"
"797","TMTC3","ILMN_2119555",0.03538236,0.00691,2.8912212,-2.74052,1.0927326,"transmembrane and tetratricopeptide repeat containing 3","226604_at",3.53e-05,4.87e-06,-5.7584702,3.861385,-0.59431951,"transmembrane and tetratricopeptide repeat containing 3"
"798","TNFRSF21","ILMN_1699695",0.02748486,0.00484,3.0315085,-2.41561,1.0411976,"TNF receptor superfamily member 21","214581_x_at",0.00468,0.00156,3.5387548,-1.817576,0.84900622,"TNF receptor superfamily member 21"
"799","TNNT2","ILMN_1664071",0.01393167,0.00185,3.4009319,-1.52289,0.6522375,"troponin T2, cardiac type","215389_s_at",1.38e-08,2.39e-10,-10.0212766,13.767005,-1.49710373,"troponin T2, cardiac type"
"800","TNPO1","ILMN_1837935",0.02373454,0.00395,3.1107556,-2.22843,0.7213024,"transportin 1","225765_at",1.8e-07,7.05e-09,8.4500098,10.389954,0.70727605,"transportin 1"
"801","TNS4","ILMN_1716370",0.00076315,2.44e-05,-4.9440731,2.56789,-0.6838695,"tensin 4","222265_at",2.39e-06,1.88e-07,-7.0534034,7.108752,-0.82900997,"tensin 4"
"802","TOM1L1","ILMN_1802642",0.00150329,6.81e-05,4.5868127,1.58978,1.3014663,"target of myb1 like 1 membrane trafficking protein","204485_s_at",0.000199,3.8e-05,-4.9680799,1.819875,-0.60639016,"target of myb1 like 1 membrane trafficking protein"
"803","TOR4A","ILMN_1813641",0.01866143,0.0028,-3.2430058,-1.91063,-1.119778,"torsin family 4 member A","219620_x_at",5.18e-06,4.82e-07,6.6714983,6.168804,0.91203639,"torsin family 4 member A"
"804","TOX2","ILMN_2082209",0.03067362,0.00567,-2.9693678,-2.56057,-0.6301373,"TOX high mobility group box family member 2","228737_at",3.8e-07,1.83e-08,8.0324097,9.435886,1.52140988,"TOX high mobility group box family member 2"
"805","TPD52L1","ILMN_2337923",0.00399461,0.000297,4.0679025,0.19367,0.8111,"tumor protein D52-like 1","203786_s_at",0.00668,0.00236,-3.3742287,-2.216246,-0.67494889,"tumor protein D52-like 1"
"806","TPM2","ILMN_1789196",0.04221,0.0088,2.7939236,-2.96072,0.7784066,"tropomyosin 2 (beta)","212654_at",3.34e-07,1.54e-08,8.1064641,9.606797,0.96433506,"tropomyosin 2 (beta)"
"807","TRAF3IP2","ILMN_1701514",0.0014773,6.64e-05,-4.5955717,1.61364,-0.8399879,"TRAF3 interacting protein 2","202987_at",0.0118,0.00459,-3.1060108,-2.850068,-0.62205159,"TRAF3 interacting protein 2"
"808","TRIM22","ILMN_1779252",3.258e-05,1.22e-07,6.7939874,7.62974,1.44365,"tripartite motif containing 22","213293_s_at",5.24e-06,4.89e-07,6.6657091,6.154429,0.72824022,"tripartite motif containing 22"
"809","TRIOBP","ILMN_1735788",0.01718912,0.00251,-3.2851254,-1.80806,-0.7753307,"TRIO and F-actin binding protein","1552334_at",9.59e-06,1.01e-06,-6.3735725,5.424399,-0.96979138,"TRIO and F-actin binding protein"
"810","TRMT13","ILMN_1659786",0.00209523,0.000115,4.404694,1.09562,1.5988431,"tRNA methyltransferase 13 homolog","232489_at",5.78e-06,5.51e-07,-6.6175492,6.034699,-1.47107399,"tRNA methyltransferase 13 homolog"
"811","TRNT1","ILMN_1655924",0.00690347,0.000665,3.7773518,-0.56773,0.9032867,"tRNA nucleotidyl transferase 1","223814_at",8.86e-06,9.23e-07,6.4114789,5.519619,0.97185035,"tRNA nucleotidyl transferase 1"
"812","TRPV2","ILMN_2049536",0.00169479,8.22e-05,-4.5211631,1.41122,-1.053858,"transient receptor potential cation channel subfamily V member 2","219282_s_at",3.36e-06,2.85e-07,6.8837746,6.693338,1.01276758,"transient receptor potential cation channel subfamily V member 2"
"813","TRPV6","ILMN_1674533",0.02047069,0.0032,-3.1927922,-2.03207,-0.7327419,"transient receptor potential cation channel subfamily V member 6","206827_s_at",1.32e-06,8.81e-08,-7.3667127,7.866863,-1.22593083,"transient receptor potential cation channel subfamily V member 6"
"814","TSC22D4","ILMN_1721636",0.00533317,0.000457,-3.9128,-0.21503,-0.6891093,"TSC22 domain family member 4","1554501_at",0.000135,2.42e-05,-5.1413478,2.26893,-0.60222052,"TSC22 domain family member 4"
"815","TSEN15","ILMN_1734486",0.00427779,0.000326,4.0337729,0.10333,0.9196206,"tRNA splicing endonuclease subunit 15","230257_s_at",2e-07,8.04e-09,8.3922074,10.259309,0.84722115,"tRNA splicing endonuclease subunit 15"
"816","TSPAN33","ILMN_1749403",0.00224023,0.000128,-4.3664393,0.99233,-1.0770874,"tetraspanin 33","225775_at",0.00024,4.74e-05,4.8839821,1.601914,0.6962059,"tetraspanin 33"
"817","TTC32","ILMN_2083588",0.00391397,0.000288,4.0782947,0.22122,0.9383911,"tetratricopeptide repeat domain 32","226838_at",7.99e-07,4.69e-08,-7.6314188,8.497716,-0.69638366,"tetratricopeptide repeat domain 32"
"818","TTC37","ILMN_1795911",0.00474188,0.00038,3.9791488,-0.04079,1.1866119,"tetratricopeptide repeat domain 37","1554029_a_at",0.000412,8.94e-05,-4.6420391,0.975568,-1.11114344,"tetratricopeptide repeat domain 37"
"819","TTC39B","ILMN_1769290",0.03002915,0.00551,2.980733,-2.53418,0.9065841,"tetratricopeptide repeat domain 39B","242477_at",0.00707,0.00253,-3.3476591,-2.279971,-0.63399116,"tetratricopeptide repeat domain 39B"
"820","TTLL12","ILMN_1663113",0.00377314,0.000273,-4.0976702,0.27264,-1.0593567,"tubulin tyrosine ligase like 12","216251_s_at",0.000151,2.76e-05,-5.0908852,2.138172,-0.58882191,"tubulin tyrosine ligase like 12"
"821","TTPAL","ILMN_1744442",0.04683716,0.0101,-2.7366665,-3.08823,-0.6542429,"alpha tocopherol transfer protein like","228031_at",3.35e-08,7.83e-10,-9.4526412,12.583486,-0.66833111,"alpha tocopherol transfer protein like"
"822","TTYH3","ILMN_1692731",0.00060082,1.64e-05,-5.0831021,2.95056,-0.8371709,"tweety family member 3","224674_at",1.77e-10,3.54e-13,13.538884,20.194933,1.65911878,"tweety family member 3"
"823","TUBB2B","ILMN_1680874",6.601e-05,5.02e-07,-6.2942795,6.28026,-1.5016689,"tubulin beta 2B class IIb","214023_x_at",0.0146,0.00591,3.0023592,-3.088824,0.8402949,"tubulin beta 2B class IIb"
"824","TUBE1","ILMN_1764398",0.00748747,0.000741,3.7379852,-0.66943,0.6350157,"tubulin epsilon 1","230891_at",3.19e-05,4.33e-06,-5.8035858,3.977035,-1.13544222,"tubulin epsilon 1"
"825","TWF2","ILMN_1703305",0.03854598,0.00774,-2.8453167,-2.84495,-0.6577669,"twinfilin actin binding protein 2","202009_at",6.59e-07,3.68e-08,7.7334383,8.738423,0.79929988,"twinfilin actin binding protein 2"
"826","TWSG1","ILMN_2214144",0.01553201,0.00217,3.3404527,-1.67239,1.0276901,"twisted gastrulation BMP signaling modulator 1","219201_s_at",9.23e-08,2.94e-09,8.8413481,11.26245,1.06996369,"twisted gastrulation BMP signaling modulator 1"
"827","TXNDC17","ILMN_1659437",0.00257091,0.000156,4.2963074,0.80347,1.3578533,"thioredoxin domain containing 17","224511_s_at",6.22e-05,9.58e-06,5.4966302,3.18775,0.65077199,"thioredoxin domain containing 17"
"828","TXNDC9","ILMN_1731137",0.00020266,3.1e-06,5.6599463,4.54153,1.3423221,"thioredoxin domain containing 9","1554047_at",0.00538,0.00184,3.4738704,-1.975605,0.70779106,"thioredoxin domain containing 9"
"829","TYMS","ILMN_1806040",0.02542568,0.00436,3.0722709,-2.31964,0.7590675,"thymidylate synthetase","217684_at",2.58e-06,2.05e-07,-7.0170929,7.020116,-1.09415856,"thymidylate synthetase"
"830","TYSND1","ILMN_2248725",0.00206587,0.000112,-4.4119065,1.11512,-0.6397401,"trypsin domain containing 1","238802_at",1.2e-07,4.15e-09,-8.6863996,10.919494,-1.15462763,"trypsin domain containing 1"
"831","UAP1L1","ILMN_1653712",0.0006538,1.89e-05,-5.0326036,2.81148,-0.8079425,"UDP-N-acetylglucosamine pyrophosphorylase 1 like 1","214755_at",0.000931,0.000233,4.2762289,0.033808,0.67352413,"UDP-N-acetylglucosamine pyrophosphorylase 1 like 1"
"832","UBA6","ILMN_1675085",0.0217643,0.00349,3.1591836,-2.11283,1.1035929,"ubiquitin like modifier activating enzyme 6","1555441_at",0.0015,0.000411,4.0580736,-0.522298,0.79827881,"ubiquitin like modifier activating enzyme 6"
"833","UBE2Z","ILMN_1692168",0.01369555,0.0018,-3.4105535,-1.499,-0.6849721,"ubiquitin conjugating enzyme E2 Z","236107_at",0.002,0.000576,-3.9283446,-0.850171,-0.91556702,"ubiquitin conjugating enzyme E2 Z"
"834","UCP2","ILMN_1685625",0.00898297,0.000971,-3.639206,-0.92286,-1.0685858,"uncoupling protein 2","208997_s_at",4.67e-06,4.26e-07,6.7213185,6.292364,1.18478495,"uncoupling protein 2"
"835","UGGT2","ILMN_1788387",0.00192025,0.000101,4.4500385,1.2183,0.6885447,"UDP-glucose glycoprotein glucosyltransferase 2","218801_at",4.25e-05,6.07e-06,5.6730944,3.642171,0.58822846,"UDP-glucose glycoprotein glucosyltransferase 2"
"836","UGP2","ILMN_2389151",0.01049619,0.00122,3.5539982,-1.13936,1.0184907,"UDP-glucose pyrophosphorylase 2","232180_at",0.0011,0.000284,-4.2002073,-0.160573,-0.75230281,"UDP-glucose pyrophosphorylase 2"
"837","VAPA","ILMN_1690822",0.00142095,6.27e-05,4.6157858,1.66873,0.6337484,"VAMP associated protein A","242780_at",1.63e-06,1.16e-07,-7.2534492,7.594205,-0.75581559,"VAMP associated protein A"
"838","VEZT","ILMN_1774828",0.00222985,0.000125,4.3737702,1.01211,1.222258,"vezatin, adherens junctions transmembrane protein","207263_x_at",6.38e-05,9.87e-06,-5.4851412,3.15811,-0.68713156,"vezatin, adherens junctions transmembrane protein"
"839","VIMP","ILMN_1803744",0.01502549,0.00206,3.3598785,-1.6245,0.8128288,"VCP interacting membrane selenoprotein","223209_s_at",5.69e-06,5.39e-07,6.6265367,6.057061,0.76363308,"VCP interacting membrane selenoprotein"
"840","VIPR1","ILMN_2199389",0.02025927,0.00315,-3.1986147,-2.01803,-0.60252,"vasoactive intestinal peptide receptor 1","205019_s_at",5.45e-06,5.12e-07,-6.6470025,6.107952,-1.52622807,"vasoactive intestinal peptide receptor 1"
"841","VPS18","ILMN_1721575",9.367e-05,9.22e-07,-6.0815975,5.6998,-0.9464742,"VPS18, CORVET/HOPS core subunit","223346_at",0.000163,3.01e-05,5.0571173,2.050657,0.87712699,"VPS18, CORVET/HOPS core subunit"
"842","VPS26A","ILMN_2344850",0.03777335,0.00752,2.8570213,-2.81841,0.7924517,"VPS26, retromer complex component A","243316_x_at",0.000994,0.000252,-4.2467821,-0.041553,-0.72663579,"VPS26, retromer complex component A"
"843","VPS9D1","ILMN_1693630",0.02099419,0.00331,-3.1793149,-2.0645,-0.6490758,"VPS9 domain containing 1","205781_at",0.000518,0.000117,4.5406009,0.713581,0.62099548,"VPS9 domain containing 1"
"844","VWA1","ILMN_1781636",0.00603743,0.000547,-3.8481114,-0.384,-0.673788,"von Willebrand factor A domain containing 1","225983_s_at",8.59e-05,1.41e-05,5.347651,2.802965,1.11736094,"von Willebrand factor A domain containing 1"
"845","WASF2","ILMN_1684051",0.00977988,0.0011,-3.5921878,-1.04258,-1.1251092,"WAS protein family member 2","224563_at",0.0139,0.00561,-3.0241475,-3.038948,-0.60098359,"WAS protein family member 2"
"846","WDR11","ILMN_1662896",0.02428713,0.00407,3.0990346,-2.25627,0.8139636,"WD repeat domain 11","229694_at",0.00116,0.000303,-4.1760304,-0.222267,-0.94602248,"WD repeat domain 11"
"847","WDR13","ILMN_1805512",0.00266668,0.000165,-4.2772127,0.75217,-1.0719256,"WD repeat domain 13","238782_at",5.71e-05,8.66e-06,-5.5355417,3.288092,-0.93513133,"WD repeat domain 13"
"848","WDR61","ILMN_1665887",0.03916417,0.00794,2.8351426,-2.86797,0.7482606,"WD repeat domain 61","237208_at",0.0043,0.00142,-3.5771191,-1.723674,-0.79869945,"WD repeat domain 61"
"849","WDSUB1","ILMN_1735275",0.0060175,0.000544,3.8500815,-0.37887,0.8249764,"WD repeat, sterile alpha motif and U-box domain containing 1","226668_at",3.98e-05,5.61e-06,-5.7033046,3.719792,-0.63080936,"WD repeat, sterile alpha motif and U-box domain containing 1"
"850","WISP3","ILMN_1712360",0.00054028,1.38e-05,5.1412613,3.11084,1.7402769,"WNT1 inducible signaling pathway protein 3","210861_s_at",0.0217,0.00944,-2.806534,-3.529071,-1.00397342,"WNT1 inducible signaling pathway protein 3"
"851","WNT4","ILMN_1666392",0.01082851,0.00128,-3.5376788,-1.18059,-0.85025,"Wnt family member 4","208606_s_at",4.15e-07,2.05e-08,-7.9841424,9.324092,-1.49653599,"Wnt family member 4"
"852","WTAP","ILMN_1748904",0.0386381,0.00778,2.8436015,-2.84883,0.8216277,"Wilms tumor 1 associated protein","210285_x_at",7.4e-05,1.18e-05,5.416548,2.981024,0.68793973,"Wilms tumor 1 associated protein"
"853","YIF1A","ILMN_1712975",0.0142802,0.00191,-3.3890518,-1.55235,-0.7798338,"Yip1 interacting factor homolog A, membrane trafficking protein","202418_at",1.2e-07,4.14e-09,8.687799,10.922606,0.75714259,"Yip1 interacting factor homolog A, membrane trafficking protein"
"854","YIF1B","ILMN_2363668",0.01110508,0.00132,-3.5250683,-1.21239,-0.7961367,"Yip1 interacting factor homolog B, membrane trafficking protein","226437_at",3.02e-09,2.72e-11,11.1133397,15.921328,0.86490647,"Yip1 interacting factor homolog B, membrane trafficking protein"
"855","YPEL3","ILMN_1791147",0.00936482,0.00104,-3.6145522,-0.98571,-0.8305849,"yippee like 3","232077_s_at",0.00532,0.00182,-3.4788159,-1.963596,-0.65582726,"yippee like 3"
"856","ZBTB16","ILMN_2305407",0.03777335,0.00753,-2.8567465,-2.81904,-1.1766706,"zinc finger and BTB domain containing 16","205883_at",0.00581,0.00202,-3.4376663,-2.063335,-1.30458114,"zinc finger and BTB domain containing 16"
"857","ZBTB3","ILMN_1689189",0.00346012,0.000242,-4.1404272,0.38635,-0.6693268,"zinc finger and BTB domain containing 3","220391_at",1.67e-05,1.99e-06,-6.108035,4.753553,-0.64804158,"zinc finger and BTB domain containing 3"
"858","ZC3H14","ILMN_2335669",0.01954555,0.00298,3.219039,-1.96871,1.0167822,"zinc finger CCCH-type containing 14","242443_at",0.000109,1.88e-05,-5.2380274,2.519326,-0.67693443,"zinc finger CCCH-type containing 14"
"859","ZC3H8","ILMN_1657837",0.00766553,0.000768,3.7248666,-0.70323,0.6220357,"zinc finger CCCH-type containing 8","239644_at",4.3e-06,3.86e-07,-6.7603229,6.388907,-0.8655251,"zinc finger CCCH-type containing 8"
"860","ZCCHC11","ILMN_2373099",0.01482068,0.00201,3.3682981,-1.60371,0.9645579,"zinc finger CCHC-type containing 11","217594_at",9.96e-07,6.18e-08,-7.5148542,8.221029,-1.09210723,"zinc finger CCHC-type containing 11"
"861","ZCCHC6","ILMN_1779677",0.00155761,7.24e-05,4.5656612,1.53221,1.6474186,"zinc finger CCHC-type containing 6","238800_s_at",0.00131,0.00035,-4.1198985,-0.36525,-0.66031884,"zinc finger CCHC-type containing 6"
"862","ZCCHC7","ILMN_1744980",0.00078796,2.56e-05,4.9279044,2.52345,1.2065279,"zinc finger CCHC-type containing 7","230332_at",1.59e-06,1.12e-07,-7.2653919,7.62303,-1.52317499,"zinc finger CCHC-type containing 7"
"863","ZDHHC24","ILMN_1687626",0.00064574,1.84e-05,-5.0426152,2.83904,-0.7994744,"zinc finger DHHC-type containing 24","205634_x_at",4.67e-07,2.38e-08,7.9206158,9.17648,0.60654054,"zinc finger DHHC-type containing 24"
"864","ZFAND6","ILMN_1778803",0.001994,0.000107,4.4285496,1.16013,1.0371869,"zinc finger AN1-type containing 6","239757_at",7.98e-06,8.14e-07,-6.4611195,5.644098,-1.32341354,"zinc finger AN1-type containing 6"
"865","ZMYM2","ILMN_1661636",0.00845813,0.000888,3.6718652,-0.83935,1.1154755,"zinc finger MYM-type containing 2","210281_s_at",0.00012,2.09e-05,-5.1962734,2.411208,-0.81017659,"zinc finger MYM-type containing 2"
"866","ZNF22","ILMN_1798533",0.00299322,0.000197,4.212946,0.57992,0.7624476,"zinc finger protein 22","218006_s_at",0.00486,0.00163,3.5211302,-1.860601,0.68317108,"zinc finger protein 22"
"867","ZNF24","ILMN_1654357",0.02971796,0.00542,2.9876274,-2.51814,0.9002582,"zinc finger protein 24","1554045_at",0.000125,2.19e-05,5.1791298,2.366806,0.70340725,"zinc finger protein 24"
"868","ZNF275","ILMN_2243553",0.01066259,0.00125,-3.5455859,-1.16062,-0.6036528,"zinc finger protein 275","225382_at",1.36e-07,4.87e-09,8.6153154,10.76106,1.43595472,"zinc finger protein 275"
"869","ZNF277","ILMN_1681628",0.00047468,1.12e-05,5.2143558,3.3124,1.5905073,"zinc finger protein 277","1555193_a_at",0.00537,0.00184,-3.4747559,-1.973455,-0.597077,"zinc finger protein 277"
"870","ZNF302","ILMN_2307450",0.00335805,0.000231,4.1569242,0.43031,1.2064525,"zinc finger protein 302","228393_s_at",0.00039,8.38e-05,-4.666893,1.039829,-0.6009063,"zinc finger protein 302"
"871","ZNF33B","ILMN_1742935",0.00228713,0.000132,4.3554803,0.96277,1.3207998,"zinc finger protein 33B","1558586_at",8.62e-05,1.42e-05,-5.345919,2.798486,-0.76611207,"zinc finger protein 33B"
"872","ZNF362","ILMN_1686968",0.00748793,0.000742,-3.7375968,-0.67043,-0.8925326,"zinc finger protein 362","214915_at",0.000168,3.12e-05,-5.0432543,2.014726,-0.81408127,"zinc finger protein 362"
"873","ZNF395","ILMN_1772876",0.02235208,0.00361,-3.1456066,-2.14533,-0.8138886,"zinc finger protein 395","222536_s_at",0.000312,6.45e-05,-4.7665991,1.297841,-0.59234389,"zinc finger protein 395"
"874","ZNF451","ILMN_1706734",0.0052255,0.00044,3.9266685,-0.17869,1.1870669,"zinc finger protein 451","1556060_a_at",0.012,0.00469,-3.0971901,-2.87053,-0.64646526,"zinc finger protein 451"
"875","ZNF518A","ILMN_1742541",0.04719942,0.0102,2.7323829,-3.0977,0.9264746,"zinc finger protein 518A","244132_x_at",0.000446,9.82e-05,-4.6063567,0.883354,-1.1571996,"zinc finger protein 518A"
"876","ZNF585A","ILMN_1764415",3.36e-06,2.25e-09,8.2599727,11.42684,1.8464225,"zinc finger protein 585A","243790_at",0.000673,0.000158,-4.4241723,0.413582,-0.79065597,"zinc finger protein 585A"
"877","ZNF644","ILMN_1730118",0.00771707,0.000774,3.7220603,-0.71046,0.7957635,"zinc finger protein 644","229684_s_at",0.0102,0.00387,-3.1762007,-2.686332,-0.74108683,"zinc finger protein 644"
