"","Gene.symbol","ID.VL","adj.P.Val.VL","P.Value.VL","t.VL","B.VL","logFC.VL","Gene.title.VL","ID.HS","adj.P.Val.HS","P.Value.HS","t.HS","B.HS","logFC.HS","Gene.title.HS"
"447","MAPT","ILMN_2310814",0.01049619,0.00122,-3.5539228,-1.13955,-1.081688,"microtubule associated protein tau","203928_x_at",2.07e-05,2.59e-06,-6.0047537,4.490941,-0.92208825,"microtubule associated protein tau"
"448","MARCKSL1","ILMN_1714433",0.00563025,0.000493,-3.8860276,-0.28508,-1.0332941,"MARCKS like 1","200644_at",2.66e-06,2.14e-07,7.0008445,6.980402,1.33537523,"MARCKS like 1"
"449","MARK3","ILMN_1704795",0.01882615,0.00284,3.2378847,-1.92306,0.5857559,"microtubule affinity regulating kinase 3","232537_x_at",0.000803,0.000196,-4.3427711,0.204399,-1.02470169,"microtubule affinity regulating kinase 3"
"450","MBNL2","ILMN_2364272",0.02008463,0.00311,3.2035462,-2.00614,1.1372328,"muscleblind like splicing regulator 2","232138_at",0.00015,2.73e-05,-5.0948889,2.148547,-1.26203653,"muscleblind like splicing regulator 2"
"451","MCCC1","ILMN_1760174",0.04363668,0.00918,2.7767333,-2.99917,0.7064118,"methylcrotonoyl-CoA carboxylase 1","218440_at",0.000685,0.000162,-4.4162432,0.393184,-0.74999577,"methylcrotonoyl-CoA carboxylase 1"
"452","MCM10","ILMN_2413898",0.00641613,0.000597,3.8165418,-0.46612,1.06093,"minichromosome maintenance 10 replication initiation factor","223570_at",0.00217,0.000633,3.8916544,-0.942449,0.59615556,"minichromosome maintenance 10 replication initiation factor"
"453","MCRIP1","ILMN_1733799",0.00052035,1.29e-05,-5.1656624,3.17811,-0.975178,"MAPK regulated corepressor interacting protein 1","225329_at",3.66e-07,1.75e-08,8.0533707,9.484337,0.85168733,"MAPK regulated corepressor interacting protein 1"
"454","MCTS1","ILMN_1751816",0.0012517,5.17e-05,4.6832109,1.85274,1.0693913,"MCTS1, re-initiation and release factor","230235_at",4.85e-06,4.46e-07,-6.702834,6.246552,-0.88120466,"MCTS1, re-initiation and release factor"
"455","MCUB","ILMN_1801766",0.0043803,0.000337,4.0225201,0.07359,1.0176872,"mitochondrial calcium uniporter dominant negative beta subunit","218802_at",2.37e-06,1.86e-07,7.0584226,7.120992,0.76480165,"mitochondrial calcium uniporter dominant negative beta subunit"
"456","ME2","ILMN_1675186",0.00968477,0.00109,3.5973386,-1.0295,0.7368579,"malic enzyme 2","210154_at",4.95e-06,4.56e-07,6.6933001,6.222909,0.94879071,"malic enzyme 2"
"457","METRN","ILMN_1712583",0.02013612,0.00312,-3.2019764,-2.00993,-1.0147141,"meteorin, glial cell differentiation regulator","219051_x_at",1.88e-09,1.4e-11,11.4609487,16.575577,0.87321765,"meteorin, glial cell differentiation regulator"
"458","METTL14","ILMN_2124523",0.04854258,0.0106,2.7174138,-3.13074,0.8083068,"methyltransferase like 14","241689_at",9.07e-05,1.51e-05,-5.3227705,2.738621,-0.84249885,"methyltransferase like 14"
"459","MFSD13A","ILMN_1808566",0.00802417,0.000823,-3.6999336,-0.76736,-0.6446566,"major facilitator superfamily domain containing 13A","219745_at",2.97e-06,2.45e-07,-6.9455501,6.845017,-0.88515103,"major facilitator superfamily domain containing 13A"
"460","MFSD8","ILMN_2123119",0.01027991,0.00118,3.5662211,-1.10843,0.9347711,"major facilitator superfamily domain containing 8","243407_at",8.65e-07,5.17e-08,-7.589535,8.3985,-0.97670785,"major facilitator superfamily domain containing 8"
"461","MGAT1","ILMN_1761912",0.01267408,0.00162,-3.4505235,-1.39943,-0.8517241,"mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase","201126_s_at",9.86e-09,1.52e-10,10.2409201,14.21266,0.66330281,"mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase"
"462","MGAT4A","ILMN_1755643",0.03398368,0.00654,2.9129368,-2.69078,0.9097932,"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A","219797_at",4.27e-10,1.25e-12,12.7980779,18.959436,2.11657105,"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A"
"463","MIB2","ILMN_2385178",0.01131325,0.00137,-3.5134067,-1.24176,-0.9353675,"mindbomb E3 ubiquitin protein ligase 2","226644_at",2.55e-06,2.02e-07,-7.0232555,7.035171,-0.6856371,"mindbomb E3 ubiquitin protein ligase 2"
"464","MIR99AHG","ILMN_1690703",1.196e-05,2.14e-08,7.422163,9.28977,1.6120014,"mir-99a-let-7c cluster host gene","239999_at",7.67e-05,1.23e-05,-5.4000283,2.938347,-1.59638087,"mir-99a-let-7c cluster host gene"
"465","MKL1","ILMN_1651767",0.00748793,0.000742,-3.737637,-0.67032,-0.6371761,"megakaryoblastic leukemia (translocation) 1","215291_at",2.02e-06,1.51e-07,7.1423431,7.325187,0.83898258,"megakaryoblastic leukemia (translocation) 1"
"466","MLEC","ILMN_1657495",0.00907087,0.000987,-3.633439,-0.93758,-0.8952371,"malectin","200616_s_at",4.71e-07,2.41e-08,7.9151444,9.163741,0.60969112,"malectin"
"467","MLKL","ILMN_1667825",0.00080352,2.66e-05,4.9144987,2.4866,1.184108,"mixed lineage kinase domain like","238025_at",2.66e-08,5.74e-10,9.5991084,12.892477,1.38651591,"mixed lineage kinase domain like"
"468","MLLT10","ILMN_2399310",0.03252314,0.00616,2.9365082,-2.63656,0.9497577,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10","1563321_s_at",0.000121,2.11e-05,-5.1934601,2.403922,-0.63593682,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10"
"469","MLPH","ILMN_1795342",0.00137679,5.96e-05,-4.6334146,1.7168,-1.0383166,"melanophilin","218211_s_at",0.00657,0.00232,-3.3812596,-2.199351,-0.82458991,"melanophilin"
"470","MMAB","ILMN_1689156",0.00192524,0.000101,-4.4474368,1.21126,-0.6591321,"methylmalonic aciduria (cobalamin deficiency) cblB type","242082_at",0.000204,3.91e-05,-4.9578047,1.793242,-0.60903277,"methylmalonic aciduria (cobalamin deficiency) cblB type"
"471","MMP28","ILMN_1791508",0.01485651,0.00202,-3.3661958,-1.6089,-0.8822728,"matrix metallopeptidase 28","239273_s_at",3.69e-08,8.99e-10,-9.3877669,12.445699,-1.37093856,"matrix metallopeptidase 28"
"472","MOB3B","ILMN_1717046",0.01125392,0.00135,3.5170448,-1.23261,0.8774496,"MOB kinase activator 3B","1563521_at",0.000126,2.22e-05,-5.1740639,2.353684,-0.83635518,"MOB kinase activator 3B"
"473","MRPL39","ILMN_1726391",0.00022151,3.49e-06,5.617957,4.42581,1.4302055,"mitochondrial ribosomal protein L39","236910_at",0.00223,0.000655,-3.8780889,-0.976513,-0.64529904,"mitochondrial ribosomal protein L39"
"474","MRPS25","ILMN_1798826",0.00281227,0.000178,4.2488668,0.67612,0.8046194,"mitochondrial ribosomal protein S25","226848_at",1.36e-06,9.22e-08,-7.3477575,7.821345,-0.93036864,NA
"475","MSL3","ILMN_1670723",0.01235824,0.00155,3.466842,-1.35863,0.6539324,"male-specific lethal 3 homolog (Drosophila)","214009_at",2.26e-06,1.75e-07,7.0825914,7.179887,0.6561423,"male-specific lethal 3 homolog (Drosophila)"
"476","MTHFD2","ILMN_1674706",0.01080056,0.00127,3.5391045,-1.17699,0.6707065,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase","201761_at",3.3e-07,1.52e-08,8.112513,9.620724,1.0643115,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
"477","MTUS1","ILMN_2346727",0.0247481,0.00419,3.0877717,-2.28298,1.1300195,"microtubule associated tumor suppressor 1","239576_at",2.37e-05,3.03e-06,-5.9431721,4.333948,-1.63562991,"microtubule associated tumor suppressor 1"
"478","MUM1","ILMN_1764764",0.01415316,0.00188,-3.3940155,-1.54005,-0.818893,"melanoma associated antigen (mutated) 1","229033_s_at",3.96e-05,5.57e-06,-5.7062473,3.727349,-1.19886926,"melanoma associated antigen (mutated) 1"
"479","MVP","ILMN_2344373",0.00033757,6.43e-06,-5.4063174,3.84205,-1.0682604,"major vault protein","202180_s_at",8.36e-05,1.37e-05,5.3599655,2.834804,0.77638619,"major vault protein"
"480","MYH14","ILMN_2392370",0.00027504,4.72e-06,-5.5136902,4.1383,-0.9322224,"myosin, heavy chain 14, non-muscle","217545_at",5.36e-05,8.01e-06,-5.5653689,3.364958,-0.60356888,"myosin, heavy chain 14, non-muscle"
"481","MYNN","ILMN_1672287",0.00111829,4.31e-05,4.7463621,2.02543,1.0222897,"myoneurin","237510_at",0.000193,3.66e-05,-4.9825198,1.857304,-0.7935314,"myoneurin"
"482","MYO1B","ILMN_2093027",0.00850503,0.000896,3.6687261,-0.84739,0.8350216,"myosin IB","212365_at",7.38e-08,2.24e-09,8.9659998,11.535965,1.39532665,"myosin IB"
"483","MYO1G","ILMN_1692295",0.02041422,0.00318,-3.1942196,-2.02863,-0.7261222,"myosin IG","227799_at",7.52e-07,4.35e-08,7.662839,8.571995,0.92930405,"myosin IG"
"484","MYO5A","ILMN_1698225",0.00282125,0.00018,4.2460767,0.66864,1.0600667,"myosin VA","204527_at",0.000354,7.48e-05,4.7100074,1.151358,0.59008444,"myosin VA"
"485","MYRFL","ILMN_1787199",0.00044235,1.01e-05,5.2492123,3.40855,0.997608,"myelin regulatory factor-like","1556267_at",1.76e-06,1.27e-07,-7.2155883,7.502705,-1.78393949,"myelin regulatory factor-like"
"486","N4BP2L2","ILMN_1737561",0.00985508,0.00112,3.5876332,-1.05414,1.784281,"NEDD4 binding protein 2 like 2","202259_s_at",5.66e-05,8.56e-06,-5.5401059,3.299857,-0.80331253,"NEDD4 binding protein 2 like 2"
"487","NACA","ILMN_2167616",0.00457754,0.00036,3.9987459,0.01084,1.3003338,"nascent polypeptide-associated complex alpha subunit","222018_at",0.000218,4.23e-05,-4.9278931,1.715715,-0.72710035,"nascent polypeptide-associated complex alpha subunit"
"488","NAPB","ILMN_2181125",0.02124704,0.00337,3.1727734,-2.08022,0.7186019,"NSF attachment protein beta","1570441_at",0.00268,0.000815,-3.793428,-1.188407,-0.70911469,"NSF attachment protein beta"
"489","NASP","ILMN_2348975",0.01512637,0.00208,3.355582,-1.6351,0.6003221,"nuclear autoantigenic sperm protein","242918_at",0.00259,0.000779,-3.810991,-1.144551,-0.88078056,"nuclear autoantigenic sperm protein"
"490","NBN","ILMN_1734833",0.00141739,6.25e-05,4.6170568,1.67219,0.9044484,"nibrin","202906_s_at",4.23e-05,6.04e-06,5.6748946,3.646798,0.73484994,"nibrin"
"491","NCAPH2","ILMN_1715908",0.00517139,0.000433,-3.932542,-0.16329,-0.6198589,"non-SMC condensin II complex subunit H2","40640_at",0.00344,0.00109,3.6814075,-1.466783,0.61580877,"non-SMC condensin II complex subunit H2"
"492","NCBP2","ILMN_2412564",0.00014826,1.93e-06,5.8249427,4.99571,0.6835964,"nuclear cap binding protein subunit 2","201521_s_at",1.06e-07,3.52e-09,8.7600243,11.082861,0.83114976,"nuclear cap binding protein subunit 2"
"493","NCKAP1","ILMN_2322552",0.034725,0.00674,2.901156,-2.71779,1.2011178,"NCK associated protein 1","217465_at",0.00246,0.000735,-3.833813,-1.087483,-0.88121825,"NCK associated protein 1"
"494","NCOR2","ILMN_1698419",0.02487997,0.00423,-3.0845094,-2.2907,-0.8431992,"nuclear receptor corepressor 2","236025_at",0.00328,0.00103,-3.7026412,-1.414202,-0.60677617,"nuclear receptor corepressor 2"
"495","NDRG2","ILMN_2361603",0.03224041,0.00609,-2.9412453,-2.62563,-0.8478309,"NDRG family member 2","206453_s_at",0.000514,0.000116,-4.5432311,0.720367,-0.68281929,"NDRG family member 2"
"496","NDUFB2","ILMN_2117330",0.02358998,0.00392,3.113915,-2.22092,0.9375519,"NADH:ubiquinone oxidoreductase subunit B2","240391_at",0.000647,0.000151,-4.441332,0.457742,-0.66940276,"NADH:ubiquinone oxidoreductase subunit B2"
"497","NDUFS4","ILMN_1812312",5.55e-05,3.48e-07,6.4235725,6.6315,1.7637283,"NADH:ubiquinone oxidoreductase subunit S4","1555057_at",9.38e-07,5.72e-08,-7.5470546,8.297639,-1.06327989,"NADH:ubiquinone oxidoreductase subunit S4"
"498","NECTIN1","ILMN_1744815",0.03370358,0.00647,-2.9173787,-2.68058,-0.7238673,"nectin cell adhesion molecule 1","225211_at",0.00177,0.000499,-3.983903,-0.710047,-0.7740496,"nectin cell adhesion molecule 1"
"499","NECTIN2","ILMN_2337336",0.00345604,0.000241,-4.1413525,0.38881,-0.7312585,"nectin cell adhesion molecule 2","225418_at",8.42e-06,8.66e-07,6.4364954,5.582381,0.73020072,"nectin cell adhesion molecule 2"
"500","NELL2","ILMN_1725417",0.00106353,4.01e-05,4.7720187,2.09568,2.1110639,"neural EGFL like 2","203413_at",0.000251,5e-05,4.8640464,1.550255,1.4540487,"neural EGFL like 2"
"501","NFIC","ILMN_1814402",0.00969111,0.00109,-3.596856,-1.03072,-0.6465621,"nuclear factor I C","226895_at",8.82e-05,1.46e-05,-5.3357155,2.772101,-0.59317453,"nuclear factor I C"
"502","NFIX","ILMN_1694325",0.01443615,0.00193,-3.3832267,-1.56678,-1.0373865,"nuclear factor I X","227400_at",7.67e-05,1.23e-05,-5.400407,2.939325,-0.73380818,"nuclear factor I X"
"503","NGDN","ILMN_2324998",0.04030674,0.00826,2.8195087,-2.90324,0.7962558,"neuroguidin","216263_s_at",5.82e-06,5.57e-07,-6.6133025,6.024129,-0.95850574,"neuroguidin"
"504","NIPAL4","ILMN_1713638",0.02073562,0.00325,-3.186023,-2.04837,-0.9145045,"NIPA like domain containing 4","230188_at",0.000959,0.000241,-4.2625834,-0.001124,-1.09900782,"NIPA like domain containing 4"
"505","NIPBL","ILMN_2264625",0.00401116,0.000298,4.0659503,0.18849,1.1724906,"NIPBL, cohesin loading factor","242352_at",0.0229,0.0101,-2.7791389,-3.589443,-0.64409353,"NIPBL, cohesin loading factor"
"506","NKTR","ILMN_1721621",0.00885524,0.00095,3.6473459,-0.90208,1.4662452,"natural killer cell triggering receptor","1570342_at",0.00168,0.000468,-4.0083067,-0.648357,-0.68212442,"natural killer cell triggering receptor"
"507","NMI","ILMN_1739541",0.00792088,0.000808,3.7066218,-0.75017,0.9702025,"N-myc and STAT interactor","203964_at",3.98e-06,3.52e-07,6.7985235,6.483295,0.63497655,"N-myc and STAT interactor"
"508","NMT2","ILMN_1656378",0.03144883,0.00589,2.9546359,-2.5947,0.6640085,"N-myristoyltransferase 2","215069_at",0.000215,4.16e-05,-4.9341235,1.731863,-0.9873343,"N-myristoyltransferase 2"
"509","NMU","ILMN_2162253",0.03635672,0.00714,2.8777077,-2.77136,0.8752277,"neuromedin U","206023_at",7.11e-06,7.08e-07,-6.5170422,5.784029,-1.61836032,"neuromedin U"
"510","NOL3","ILMN_1813925",0.02760731,0.00487,-3.0291042,-2.42124,-0.7095798,"nucleolar protein 3","221566_s_at",5.47e-07,2.92e-08,-7.8327009,8.971309,-0.74109573,"nucleolar protein 3"
"511","NRBF2","ILMN_1719344",0.02647661,0.0046,3.051576,-2.36845,0.8409105,"nuclear receptor binding factor 2","221803_s_at",7.03e-06,6.98e-07,6.5227495,5.798292,0.62230718,"nuclear receptor binding factor 2"
"512","NRG4","ILMN_1804662",0.01242866,0.00157,3.4622131,-1.37021,0.875432,"neuregulin 4","242426_at",5.51e-06,5.18e-07,-6.6423029,6.09627,-1.16166722,"neuregulin 4"
"513","NRSN2","ILMN_1770911",0.00569875,5e-04,-3.8808469,-0.29861,-0.7979971,"neurensin 2","218359_at",5.36e-07,2.85e-08,7.8432401,8.99596,0.80781353,"neurensin 2"
"514","NSMCE4A","ILMN_1679134",0.00146984,6.57e-05,4.5992781,1.62374,1.2977949,"NSE4 homolog A, SMC5-SMC6 complex component","228506_at",5.43e-06,5.09e-07,-6.6489607,6.112819,-1.03688018,"NSE4 homolog A, SMC5-SMC6 complex component"
"515","NT5DC1","ILMN_1680673",0.0217643,0.00349,3.1593661,-2.11239,0.7460752,"5'-nucleotidase domain containing 1","235830_at",1.23e-05,1.37e-06,-6.2534513,5.121736,-0.61200187,"5'-nucleotidase domain containing 1"
"516","NT5DC2","ILMN_1708743",0.01126008,0.00135,-3.516475,-1.23404,-0.7962042,"5'-nucleotidase domain containing 2","218051_s_at",1.34e-06,9.02e-08,7.3568551,7.843197,0.67588548,"5'-nucleotidase domain containing 2"
"517","NUCB1","ILMN_1722634",0.02191821,0.00352,-3.1558681,-2.12077,-0.7809528,"nucleobindin 1","200646_s_at",8.61e-07,5.14e-08,7.5921511,8.404704,0.6105136,"nucleobindin 1"
"518","NUDT5","ILMN_1711314",0.00292529,0.000189,4.2278176,0.61972,1.098563,"nudix hydrolase 5","222824_at",1.1e-05,1.2e-06,-6.3059775,5.254253,-0.60120793,"nudix hydrolase 5"
"519","NUMA1","ILMN_2160005",0.0139303,0.00184,-3.4011099,-1.52245,-0.953387,"nuclear mitotic apparatus protein 1","1554663_a_at",0.00025,4.96e-05,-4.8664122,1.556385,-0.7963328,"nuclear mitotic apparatus protein 1"
"520","NUP54","ILMN_2061405",0.01718912,0.00251,3.2849127,-1.80858,0.997163,"nucleoporin 54","215213_at",0.000357,7.55e-05,-4.7065554,1.142426,-0.86020825,"nucleoporin 54"
"521","NUP62CL","ILMN_1756550",0.00548655,0.000476,3.8988481,-0.25155,0.7432731,"nucleoporin 62 C-terminal like","232960_at",0.00165,0.00046,-4.0150332,-0.631339,-0.83133909,"nucleoporin 62 C-terminal like"
"522","OAS1","ILMN_2410826",0.00324477,0.00022,4.1745368,0.47729,1.2061049,"2'-5'-oligoadenylate synthetase 1","205552_s_at",0.000359,7.6e-05,4.7038405,1.135402,0.82581831,"2'-5'-oligoadenylate synthetase 1"
"523","OAS2","ILMN_1674063",0.00058694,1.58e-05,5.0950289,2.98342,1.8368148,"2'-5'-oligoadenylate synthetase 2","204972_at",5.04e-08,1.37e-09,9.1932476,12.029138,1.83556287,"2'-5'-oligoadenylate synthetase 2"
"524","OFD1","ILMN_1785266",0.00309052,0.000207,4.1967919,0.53673,1.0015174,"OFD1, centriole and centriolar satellite protein","241751_at",8.19e-05,1.33e-05,-5.3700055,2.860758,-1.08421672,"OFD1, centriole and centriolar satellite protein"
"525","OGDH","ILMN_1733869",0.00886799,0.000954,-3.6456285,-0.90646,-0.9036922,"oxoglutarate dehydrogenase","1554152_a_at",0.000459,0.000102,-4.5927608,0.848234,-0.62232245,"oxoglutarate dehydrogenase"
"526","OGFOD3","ILMN_1665289",0.01200943,0.00149,-3.4803322,-1.32484,-0.5966246,"2-oxoglutarate and iron dependent oxygenase domain containing 3","53071_s_at",0.000151,2.76e-05,5.0908486,2.138077,0.68589592,"2-oxoglutarate and iron dependent oxygenase domain containing 3"
"527","OPA3","ILMN_1652819",0.00346409,0.000243,-4.1393968,0.3836,-0.8044731,"optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)","238630_at",5.88e-05,8.95e-06,5.5226674,3.254901,0.72505703,"optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)"
"528","OSBPL9","ILMN_2313851",0.03579349,0.007,2.8858213,-2.75285,0.7346604,"oxysterol binding protein like 9","242994_at",2.34e-06,1.83e-07,-7.0648168,7.13658,-0.71359828,NA
"529","OSTC","ILMN_1776005",0.02031441,0.00316,3.1969581,-2.02203,1.1006159,"oligosaccharyltransferase complex non-catalytic subunit","223001_at",6.16e-10,2.38e-12,12.4319388,18.326942,0.86917783,"oligosaccharyltransferase complex non-catalytic subunit"
"530","OVGP1","ILMN_1734542",0.01045675,0.00121,3.557213,-1.13123,0.7515609,"oviductal glycoprotein 1","205432_at",8.47e-05,1.39e-05,-5.3541799,2.819846,-0.70426136,"oviductal glycoprotein 1"
"531","OXCT1","ILMN_1813544",0.03498175,0.00681,2.8969908,-2.72732,0.8038946,"3-oxoacid CoA-transferase 1","202780_at",2.53e-06,2.01e-07,-7.0263703,7.042778,-0.72478987,"3-oxoacid CoA-transferase 1"
"532","OXR1","ILMN_1737462",0.00198558,0.000106,4.4313402,1.16769,1.4470986,"oxidation resistance 1","235205_at",0.00249,0.000746,3.8276784,-1.102832,0.60406983,"oxidation resistance 1"
"533","P3H3","ILMN_1705682",0.03037313,0.00559,-2.9749581,-2.54759,-0.808935,"prolyl 3-hydroxylase 3","204854_at",2.66e-08,5.77e-10,9.5965896,12.887187,1.29775598,"prolyl 3-hydroxylase 3"
"534","PAK6","ILMN_1708223",0.01940954,0.00295,-3.2233348,-1.95831,-0.7869991,"p21 (RAC1) activated kinase 6","1555310_a_at",0.000425,9.29e-05,-4.6275454,0.938106,-1.1810686,"p21 (RAC1) activated kinase 6"
"535","PAOX","ILMN_1765116",0.00255716,0.000154,-4.299571,0.81224,-0.5934306,"polyamine oxidase (exo-N4-amino)","50400_at",0.00015,2.74e-05,5.0937026,2.145473,0.89085469,"polyamine oxidase (exo-N4-amino)"
"536","PAPD4","ILMN_1681845",0.03385459,0.00651,2.9148639,-2.68636,0.8213147,"poly(A) RNA polymerase D4, non-canonical","238706_at",0.000151,2.77e-05,-5.0897357,2.135192,-1.01902939,"poly(A) RNA polymerase D4, non-canonical"
"537","PAPOLA","ILMN_1798354",0.0443591,0.00939,2.767205,-3.02042,0.6849177,"poly(A) polymerase alpha","228569_at",1.31e-06,8.75e-08,-7.369572,7.873725,-0.64234984,"poly(A) polymerase alpha"
"538","PAQR7","ILMN_1746618",0.03584503,0.00701,-2.8849686,-2.7548,-0.6656582,"progestin and adipoQ receptor family member 7","242123_at",1.67e-06,1.19e-07,-7.2428733,7.568663,-0.78647578,"progestin and adipoQ receptor family member 7"
"539","PARD6G","ILMN_1724877",0.00112887,4.36e-05,-4.7426351,2.01523,-0.6333124,"par-6 family cell polarity regulator gamma","227204_at",4.43e-08,1.14e-09,-9.2765495,12.208157,-1.08857217,"par-6 family cell polarity regulator gamma"
"540","PARP14","ILMN_1691731",0.00530461,0.000453,3.9159879,-0.20668,0.9792602,"poly(ADP-ribose) polymerase family member 14","224701_at",0.000131,2.33e-05,5.1561156,2.307189,0.60816052,"poly(ADP-ribose) polymerase family member 14"
"541","PAWR","ILMN_1806907",0.0068747,0.000662,3.7792446,-0.56283,1.2618564,"pro-apoptotic WT1 regulator","226223_at",1.91e-06,1.41e-07,-7.1721212,7.397437,-0.73495775,"pro-apoptotic WT1 regulator"
"542","PCF11","ILMN_1798602",0.02411561,0.00403,3.1031696,-2.24646,0.8763143,"PCF11 cleavage and polyadenylation factor subunit","227622_at",4.83e-06,4.43e-07,-6.7050859,6.252135,-0.60670545,"PCF11 cleavage and polyadenylation factor subunit"
"543","PCM1","ILMN_2042595",0.00052345,1.3e-05,5.1613167,3.16613,1.7566257,"pericentriolar material 1","228905_at",1.57e-06,1.1e-07,-7.2747934,7.645709,-0.86194142,"pericentriolar material 1"
"544","PCMTD1","ILMN_1737426",0.00724752,0.000708,3.7548201,-0.62598,1.2629788,"protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1","238114_at",2.69e-06,2.17e-07,-6.9950759,6.966295,-0.78718979,"protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1"
"545","PCNP","ILMN_1807994",0.00886567,0.000953,3.6462338,-0.90492,0.9343302,"PEST proteolytic signal containing nuclear protein","237577_at",0.0047,0.00157,-3.5371173,-1.821576,-0.71630473,"PEST proteolytic signal containing nuclear protein"
"546","PDCD5","ILMN_2228710",3.36e-06,2.34e-09,8.2450133,11.38952,1.8316383,"programmed cell death 5","227751_at",1.24e-06,8.18e-08,-7.3973453,7.940327,-1.07439439,"programmed cell death 5"
"547","PDCD6","ILMN_1733931",0.03390024,0.00652,2.914182,-2.68792,0.6506291,"programmed cell death 6","222152_at",1.56e-06,1.09e-07,-7.277699,7.652716,-0.9812746,"programmed cell death 6"
"548","PDCD6IP","ILMN_1693259",0.04520325,0.00964,2.7564714,-3.0443,0.9924059,"programmed cell death 6 interacting protein","222394_at",0.00013,2.31e-05,-5.1578689,2.311731,-0.66880185,"programmed cell death 6 interacting protein"
"549","PDLIM7","ILMN_2396639",9.75e-06,1.18e-08,7.6420609,9.8597,1.5805499,"PDZ and LIM domain 7","214121_x_at",2.13e-11,1.29e-14,15.6427039,23.408099,1.83293486,"PDZ and LIM domain 7"
"550","PDS5B","ILMN_1746696",0.01579724,0.00222,3.3307046,-1.69637,0.6003449,"PDS5 cohesin associated factor B","215888_at",0.000145,2.62e-05,-5.1102863,2.188447,-0.89031086,"PDS5 cohesin associated factor B"
"551","PDSS1","ILMN_1703324",0.02866723,0.00516,3.0067045,-2.47366,0.9804832,"prenyl (decaprenyl) diphosphate synthase, subunit 1","236298_at",3.09e-07,1.4e-08,-8.1488577,9.704304,-0.92326767,"prenyl (decaprenyl) diphosphate synthase, subunit 1"
"552","PDXK","ILMN_1672504",0.03414256,0.00659,-2.9101537,-2.69717,-0.807629,"pyridoxal (pyridoxine, vitamin B6) kinase","218018_at",2.24e-08,4.6e-10,9.7046771,13.113396,1.46520697,"pyridoxal (pyridoxine, vitamin B6) kinase"
"553","PEX1","ILMN_1748109",0.02863128,0.00514,3.0080498,-2.47052,1.0485486,"peroxisomal biogenesis factor 1","215023_s_at",2.08e-06,1.58e-07,-7.1258437,7.285108,-0.69395121,"peroxisomal biogenesis factor 1"
"554","PGAP1","ILMN_2185665",0.0317555,0.00596,2.9496377,-2.60625,0.9585733,"post-GPI attachment to proteins 1","213469_at",6.93e-09,9.29e-11,-10.4867312,14.703938,-1.21012737,"post-GPI attachment to proteins 1"
"555","PGM3","ILMN_1693620",0.00826014,0.000858,3.6845777,-0.80677,1.0057115,"phosphoglucomutase 3","221788_at",4.68e-06,4.26e-07,6.7212336,6.292153,0.7023538,"phosphoglucomutase 3"
"556","PHC2","ILMN_1808047",0.00548832,0.000476,-3.8984794,-0.25252,-0.6325735,"polyhomeotic homolog 2","200919_at",7.61e-07,4.41e-08,7.6569708,8.558132,0.9253065,"polyhomeotic homolog 2"
"557","PHF20L1","ILMN_1732985",0.00212221,0.000117,4.3976556,1.0766,1.4423357,"PHD finger protein 20-like 1","1554472_a_at",0.000617,0.000143,4.4623709,0.511912,0.6730819,"PHD finger protein 20-like 1"
"558","PHKB","ILMN_1800447",0.01004187,0.00115,3.5774337,-1.08002,0.7964476,"phosphorylase kinase regulatory subunit beta","242248_at",0.0162,0.00671,-2.9500072,-3.207957,-0.72286616,"phosphorylase kinase regulatory subunit beta"
"559","PHYHD1","ILMN_2183692",0.00069509,2.07e-05,-5.0010443,2.72461,-0.883283,"phytanoyl-CoA dioxygenase domain containing 1","226846_at",4.68e-06,4.26e-07,-6.7209662,6.291491,-0.9391406,"phytanoyl-CoA dioxygenase domain containing 1"
"560","PHYHIP","ILMN_1713387",0.00095931,3.49e-05,-4.8200533,2.22733,-1.1344089,"phytanoyl-CoA 2-hydroxylase interacting protein","205325_at",3.47e-08,8.22e-10,-9.4297839,12.535004,-2.46920292,"phytanoyl-CoA 2-hydroxylase interacting protein"
"561","PIAS2","ILMN_1694799",0.02835497,0.00506,3.0143371,-2.45583,0.6240825,"protein inhibitor of activated STAT 2","235107_at",1.33e-06,8.91e-08,-7.3618336,7.855151,-0.78697669,"protein inhibitor of activated STAT 2"
"562","PIGK","ILMN_1772743",0.00119136,4.75e-05,4.7125522,1.93293,0.9961976,"phosphatidylinositol glycan anchor biosynthesis class K","209707_at",3.96e-06,3.49e-07,6.8008844,6.489123,0.63403918,"phosphatidylinositol glycan anchor biosynthesis class K"
