"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1112","Atopic_Dermatitis","GO:0046394","carboxylic acid biosynthetic process","54/1295","327/18862",1.47903498330641e-09,2.01667864247501e-07,1.51051872027252e-07,"KYNU/CH25H/CYP7B1/ALOX5AP/PTGS2/PLA2G3/PTGS1/SYK/OSBPL6/OSBPL3/ACOT7/GPX4/ACADL/ACLY/ACSL3/MECR/FADS3/BCAT2/MTHFD2L/UPB1/OSBPL1A/EPHX2/ACSM5/MLXIPL/PRKAG2/MGLL/ACOT4/GGT2/SCD/NAALAD2/BHMT2/CTH/ACSS2/AKR1C3/ELOVL5/LIPH/SLC27A2/NAT8L/NR1H3/PKLR/ACACB/INSIG1/PRKAA2/ACSBG1/FA2H/APOC1/ACOX2/LPL/ALOX15B/FASN/ACSM3/PECR/FADS2/ELOVL3",54
"1113","Atopic_Dermatitis","GO:0044242","cellular lipid catabolic process","43/1295","230/18862",1.51569376685842e-09,2.01667864247501e-07,1.51051872027252e-07,"AKR1B10/PIK3CG/PLBD1/GDPD3/ACER3/SMPD2/BDH2/ACAT1/HADH/GDPD1/ACADL/SCARB1/MECR/IRS2/PPARA/SLC25A17/IDH1/ABHD5/ACADM/ECI2/MGLL/ACAT2/LPIN1/PNPLA2/HACL1/AKR1C3/PLIN5/GPLD1/LIPH/SLC27A2/ACACB/ACAA2/PLA2G7/CRAT/APOC1/ACOX2/PNPLA3/LPL/HAO2/FABP4/FABP7/PECR/LEP",43
"1114","Atopic_Dermatitis","GO:0002685","regulation of leukocyte migration","40/1295","205/18862",1.54493464504588e-09,2.01667864247501e-07,1.51051872027252e-07,"CXCL8/SELE/C10orf99/CCL2/CCR7/SLAMF8/ADAM8/DPP4/CCR1/CCL19/WNT5A/PTAFR/GPSM3/LYN/RAC2/CCL5/CAMK1D/AIF1/THY1/AKIRIN1/NOD2/PYCARD/CCR6/MAPK1/ITGA4/PGF/ICAM1/SELP/ADAM10/KLRC4-KLRK1/IL6R/DUSP1/MYD88/NCKAP1L/STK39/PDGFD/CCL28/RARRES2/APOD/PLA2G7",40
"1115","Atopic_Dermatitis","GO:0046460","neutral lipid biosynthetic process","18/1295","50/18862",2.23325908953904e-09,2.7856185043517e-07,2.08646474938455e-07,"GPAT3/AVIL/SCARB1/ANG/FITM2/ACSL1/LPIN1/PNPLA2/PLIN5/MOGAT2/GPLD1/NR1H3/PNPLA3/LPL/DGAT2/GPAM/MOGAT1/THRSP",18
"1116","Atopic_Dermatitis","GO:0046463","acylglycerol biosynthetic process","18/1295","50/18862",2.23325908953904e-09,2.7856185043517e-07,2.08646474938455e-07,"GPAT3/AVIL/SCARB1/ANG/FITM2/ACSL1/LPIN1/PNPLA2/PLIN5/MOGAT2/GPLD1/NR1H3/PNPLA3/LPL/DGAT2/GPAM/MOGAT1/THRSP",18
"1117","Atopic_Dermatitis","GO:0000280","nuclear division","65/1295","436/18862",2.47815685830192e-09,3.02389009688015e-07,2.26493329337709e-07,"DLGAP5/CENPE/KIF4A/MKI67/BUB1/TRIP13/TOP2A/CDK1/CHEK1/CCNB1/KIF23/CENPF/CDC20/WNT5A/CDC6/KIF14/CCNE2/NCAPG/TTK/BRCA2/TPX2/AURKA/CCNB2/CD28/KIF2C/MYBL2/CDCA5/NDC80/NEK2/CDC25B/NDC1/NUF2/PRC1/AURKB/SGO2/ATM/NUSAP1/ZWINT/UBE2C/CKS2/KIF11/TACC3/CCNE1/CDCA8/BORA/PTTG1/SMC4/KIF18B/SPAG5/ANLN/BUB1B/ESPL1/SMC2/CDT1/NCAPG2/FBXO5/NCAPH/DUSP1/RAD51AP1/INSR/PDS5B/TPR/SPIRE2/LPIN1/BTC",65
"1118","Atopic_Dermatitis","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","20/1295","62/18862",2.66713351648179e-09,3.13221680398876e-07,2.34607141600441e-07,"DLGAP5/CENPE/BUB1/TRIP13/CCNB1/CENPF/CDC20/CDC6/TTK/NDC80/AURKB/ATM/ZWINT/UBE2C/BUB1B/ESPL1/CDT1/FBXO5/DUSP1/TPR",20
"1119","Atopic_Dermatitis","GO:0006633","fatty acid biosynthetic process","35/1295","168/18862",2.68739457641666e-09,3.13221680398876e-07,2.34607141600441e-07,"PTGS2/PLA2G3/PTGS1/ACOT7/GPX4/ACADL/ACLY/ACSL3/MECR/FADS3/EPHX2/ACSM5/MLXIPL/PRKAG2/MGLL/ACOT4/SCD/ACSS2/AKR1C3/ELOVL5/LIPH/NR1H3/ACACB/INSIG1/PRKAA2/ACSBG1/FA2H/APOC1/LPL/ALOX15B/FASN/ACSM3/PECR/FADS2/ELOVL3",35
"1120","Atopic_Dermatitis","GO:0034340","response to type I interferon","26/1295","101/18862",2.78970965217129e-09,3.13221680398876e-07,2.34607141600441e-07,"MMP12/OASL/OAS2/XAF1/MIR21/OAS3/OAS1/SAMHD1/STAT1/IRF7/MX1/IFI27/WNT5A/IFI6/IRF8/RSAD2/ISG15/IRF1/IFI35/MX2/ISG20/SP100/IRF4/PSMB8/IRF9/MYD88",26
"1121","Atopic_Dermatitis","GO:0006641","triglyceride metabolic process","27/1295","108/18862",2.7901450240413e-09,3.13221680398876e-07,2.34607141600441e-07,"PIK3CG/GPAT3/SCARB1/APOE/CAT/ABHD5/FITM2/ACSL1/MGLL/LPIN1/GK5/PNPLA2/PLIN5/MOGAT2/GPLD1/LIPH/NR1H3/INSIG1/APOC1/PNPLA3/LPL/DGAT2/GPAM/FABP4/MOGAT1/FABP7/THRSP",27
"1122","Atopic_Dermatitis","GO:0042119","neutrophil activation","71/1295","500/18862",3.80011595610325e-09,4.16776338213354e-07,3.12170936795998e-07,"CXCL8/S100A12/TCN1/PRSS3/TNFAIP6/CXCL1/MMP9/PTPRC/DNASE1L3/ADAM8/LYZ/ARHGAP9/PRSS2/SELL/COTL1/CD53/PTAFR/FCER1G/CCL5/CTSC/DOCK2/CD47/MNDA/SERPINA1/PLAU/ITGB2/TYROBP/RAB31/RAB27A/FPR1/PLAUR/ITGAM/ARHGAP45/PYCARD/CTSS/MAPK1/IL15/SYK/SERPINB1/PGM2/SNAP25/TBC1D10C/ADAM10/ITGAL/ITGAX/ADGRE5/AMPD3/MVP/TMC6/KCNAB2/SLC2A3/NCKAP1L/RHOF/LPCAT1/ATP8A1/TMEM63A/ACLY/METTL7A/CAT/IDH1/CYSTM1/AGPAT2/ATP8B4/SVIP/ENPP4/PGRMC1/CD36/ALDOC/SLC27A2/MGST1/SLCO4C1",71
"1123","Atopic_Dermatitis","GO:0044282","small molecule catabolic process","64/1295","431/18862",3.86110272351584e-09,4.16776338213354e-07,3.12170936795998e-07,"AKR1B10/KYNU/TYMP/MIR21/APOBEC3B/HAL/IL4I1/FUT2/PGM2/ALDH4A1/BPNT1/PPM1K/BDH2/ACAT1/HYKK/DDO/HADH/ACADL/SCARB1/MECR/ACAD8/APOE/IRS2/BCAT2/PPARA/SLC25A17/DCXR/ABAT/UPB1/ADHFE1/ALDH6A1/HIBADH/ACADM/ECI2/ACOT4/ACAT2/LPIN1/ENPP4/GK5/FAH/ALDH5A1/LDHD/CTH/BCKDHB/ALDOC/HACL1/AKR1C3/PLIN5/SORD/CDO1/SLC27A2/ALDH1A1/PKLR/ACACB/ACAA2/CRAT/HGD/ALDH1L1/ACOX2/GLDC/PON3/HAO2/PECR/LEP",64
"1124","Atopic_Dermatitis","GO:0016042","lipid catabolic process","54/1295","340/18862",6.10608221655472e-09,6.46668669462672e-07,4.84363304328094e-07,"AKR1B10/PIK3CG/PLBD1/GDPD3/ACER3/SMPD2/BDH2/ACAT1/THRA/HADH/GDPD1/ACADL/SCARB1/MECR/APOE/IRS2/PPARA/SLC25A17/IDH1/ABHD5/ACADM/ECI2/MGLL/ACAT2/LPIN1/PLD6/RARRES2/PNPLA2/HACL1/PLCB4/AKR1C3/PLIN5/GPLD1/LIPH/SLC27A2/PNLIPRP3/ACACB/ACAA2/PLA2G7/CRAT/PDE3B/APOC1/ACOX2/PNPLA3/LGALS12/LPL/HAO2/FABP4/PLIN1/FABP7/PECR/LEP/CIDEA/HSD11B1",54
"1125","Atopic_Dermatitis","GO:0022407","regulation of cell-cell adhesion","64/1295","437/18862",6.70720359342485e-09,6.6169980775939e-07,4.95621823809578e-07,"SELE/LCK/IL7R/CCL2/MIR21/CCR7/ADAM19/CD274/PTPRC/ADAM8/DPP4/CORO1A/JAK3/CCL19/WNT5A/PTAFR/CD209/LYN/CCL5/IRF1/CD47/IL4R/NR4A3/MAP3K8/AIF1/CD28/ITGB2/LAPTM5/THY1/HFE/NOD2/HLA-DPA1/PLAUR/CTLA4/PYCARD/IL15/SOCS1/ITGA4/SYK/ICAM1/TNFRSF21/DLG1/SELP/TGFB1/NFAT5/PTPN22/PDPN/FXYD5/ZAP70/PAK2/KLRC4-KLRK1/NCKAP1L/MALT1/NDFIP1/PIK3R1/PPARA/ZDHHC2/CCL28/EPCAM/PAK3/MEGF10/ZBTB16/GPAM/LEP",64
"1126","Atopic_Dermatitis","GO:0033046","negative regulation of sister chromatid segregation","16/1295","42/18862",6.7195597794914e-09,6.6169980775939e-07,4.95621823809578e-07,"BUB1/TRIP13/CCNB1/CENPF/CDC20/TTK/NDC80/AURKB/ATM/ZWINT/PTTG1/BUB1B/CDT1/FBXO5/DUSP1/TPR",16
"1127","Atopic_Dermatitis","GO:0033048","negative regulation of mitotic sister chromatid segregation","16/1295","42/18862",6.7195597794914e-09,6.6169980775939e-07,4.95621823809578e-07,"BUB1/TRIP13/CCNB1/CENPF/CDC20/TTK/NDC80/AURKB/ATM/ZWINT/PTTG1/BUB1B/CDT1/FBXO5/DUSP1/TPR",16
"1128","Atopic_Dermatitis","GO:2000816","negative regulation of mitotic sister chromatid separation","16/1295","42/18862",6.7195597794914e-09,6.6169980775939e-07,4.95621823809578e-07,"BUB1/TRIP13/CCNB1/CENPF/CDC20/TTK/NDC80/AURKB/ATM/ZWINT/PTTG1/BUB1B/CDT1/FBXO5/DUSP1/TPR",16
"1129","Atopic_Dermatitis","GO:1902652","secondary alcohol metabolic process","33/1295","158/18862",7.10824572599885e-09,6.87906607931579e-07,5.15251060429027e-07,"CH25H/UGT1A3/CYP7B1/SQLE/ACADL/SCARB1/ACLY/APOE/LSS/SC5D/OSBPL1A/EPHX2/CAT/IDH1/MVK/HMGCS1/ACAT2/SOAT1/VLDLR/SCD/MSMO1/FMO5/MVD/DHCR7/ACACB/ACAA2/INSIG1/PRKAA2/HMGCS2/FASN/DGAT2/GPAM/LEP",33
"1130","Atopic_Dermatitis","GO:0016126","sterol biosynthetic process","22/1295","78/18862",7.3317941058351e-09,6.97514581628008e-07,5.22447558585288e-07,"CH25H/SQLE/ACLY/APOE/LSS/SC5D/MVK/PRKAG2/FAXDC2/HMGCS1/ACAT2/SCD/MSMO1/MVD/DHCR7/ACACB/ACAA2/INSIG1/PRKAA2/HMGCS2/FASN/GPAM",22
"1131","Atopic_Dermatitis","GO:0097529","myeloid leukocyte migration","40/1295","218/18862",9.78328259084857e-09,9.15226086373884e-07,6.85516327506126e-07,"CXCL8/CCL18/S100A12/CCL13/CXCL1/CCL2/CCR7/SLAMF8/ADAM8/DPP4/CCL22/CCR1/CCL19/PIK3CG/LYN/FCER1G/HRH1/RAC2/CCL5/CAMK1D/CD47/AIF1/ITGB2/AKIRIN1/NOD2/CXCL2/JAML/MAPK1/SYK/PGF/PIK3CD/MCOLN2/IL6R/DUSP1/MYD88/NCKAP1L/IRAK4/PDGFD/RARRES2/PLA2G7",40
"1132","Atopic_Dermatitis","GO:0050727","regulation of inflammatory response","56/1295","366/18862",1.25377176906196e-08,1.15367556389259e-06,8.64118109686535e-07,"SELE/S100A12/SOCS3/TNFAIP6/MIR21/CCR7/SLAMF8/MMP9/PTPRC/DNASE1L3/NLRC3/ADAM8/F12/WNT5A/PTGS2/PLA2G3/HCK/PIK3CG/GPSM3/LYN/PBK/CCL5/MFHAS1/CTSC/CD47/CD28/IFI35/NOD2/CYLD/PYCARD/ATM/OSMR/IL15/TNFAIP3/SBNO2/DUOXA1/CST7/NMI/ADAMTS12/BIRC3/MYD88/NDFIP1/APOE/PPARA/STK39/PDCD4/MVK/GPRC5B/MGLL/GGT2/SNCA/NR1H3/PLA2G7/LPL/PPARG/FABP4",56
"1133","Atopic_Dermatitis","GO:0046890","regulation of lipid biosynthetic process","38/1295","203/18862",1.29770545038004e-08,1.17484204725535e-06,8.79972082991149e-07,"PTGS2/PLA2G3/SQLE/AVIL/LPCAT1/SMPD2/ACADL/SCARB1/ACSL3/APOE/PPARA/LSS/SC5D/IDH1/MLXIPL/MVK/PRKAG2/HMGCS1/FITM2/SCD/AKR1C3/PLIN5/GPLD1/ELOVL5/MVD/PPARGC1A/DHCR7/NR1H3/SORBS1/ACACB/INSIG1/PRKAA2/APOC1/FASN/DGAT2/GPAM/LEP/THRSP",38
"1134","Atopic_Dermatitis","GO:0050870","positive regulation of T cell activation","39/1295","212/18862",1.38591629679485e-08,1.23478542443007e-06,9.24870457710712e-07,"LCK/IL7R/CCL2/MIR21/CCR7/CD274/PTPRC/ADAM8/DPP4/CORO1A/JAK3/CCL19/CD209/LYN/CCL5/CD47/IL4R/MAP3K8/AIF1/CD28/THY1/NOD2/HLA-DPA1/CTLA4/PYCARD/IL15/SOCS1/SYK/PTPN22/ZAP70/PAK2/KLRC4-KLRK1/NCKAP1L/MALT1/PIK3R1/PAK3/ZBTB16/GPAM/LEP",39
"1135","Atopic_Dermatitis","GO:0051985","negative regulation of chromosome segregation","16/1295","44/18862",1.4748177249562e-08,1.27356182925833e-06,9.53914492870454e-07,"BUB1/TRIP13/CCNB1/CENPF/CDC20/TTK/NDC80/AURKB/ATM/ZWINT/PTTG1/BUB1B/CDT1/FBXO5/DUSP1/TPR",16
"1136","Atopic_Dermatitis","GO:1905819","negative regulation of chromosome separation","16/1295","44/18862",1.4748177249562e-08,1.27356182925833e-06,9.53914492870454e-07,"BUB1/TRIP13/CCNB1/CENPF/CDC20/TTK/NDC80/AURKB/ATM/ZWINT/PTTG1/BUB1B/CDT1/FBXO5/DUSP1/TPR",16
"1137","Atopic_Dermatitis","GO:0007088","regulation of mitotic nuclear division","26/1295","109/18862",1.5756613048011e-08,1.34002831876494e-06,1.00369876417474e-06,"DLGAP5/MKI67/BUB1/TRIP13/CHEK1/CCNB1/CENPF/CDC20/TTK/AURKA/CD28/NDC80/NEK2/AURKB/ATM/NUSAP1/ZWINT/BORA/BUB1B/ESPL1/CDT1/FBXO5/DUSP1/INSR/TPR/BTC",26
"1138","Atopic_Dermatitis","GO:0051304","chromosome separation","24/1295","95/18862",1.68308898681438e-08,1.40357209219969e-06,1.05129388285569e-06,"DLGAP5/CENPE/BUB1/TRIP13/TOP2A/CCNB1/CENPF/CDC20/CDC6/TTK/NDC80/AURKB/ATM/ZWINT/UBE2C/TACC3/PTTG1/PLSCR1/BUB1B/ESPL1/CDT1/FBXO5/DUSP1/TPR",24
"1139","Atopic_Dermatitis","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","15/1295","39/18862",1.71340962840071e-08,1.40357209219969e-06,1.05129388285569e-06,"BUB1/TRIP13/CCNB1/CENPF/CDC20/TTK/NDC80/AURKB/ATM/ZWINT/BUB1B/CDT1/FBXO5/DUSP1/TPR",15
"1140","Atopic_Dermatitis","GO:1901570","fatty acid derivative biosynthetic process","19/1295","62/18862",1.72539594444643e-08,1.40357209219969e-06,1.05129388285569e-06,"ALOX5AP/BDH2/ACAT1/ACSL5/ACLY/ACSL3/SLC25A1/AACS/ACSL1/GGT2/SCD/ELOVL5/HMGCS2/ACSS3/ACSBG1/ALOX15B/FASN/FAR2/ELOVL3",19
"1141","Atopic_Dermatitis","GO:0002283","neutrophil activation involved in immune response","68/1295","488/18862",1.75544033551561e-08,1.40761237189273e-06,1.05432010527058e-06,"S100A12/TCN1/PRSS3/TNFAIP6/CXCL1/MMP9/PTPRC/DNASE1L3/ADAM8/LYZ/ARHGAP9/PRSS2/SELL/COTL1/CD53/PTAFR/FCER1G/CTSC/DOCK2/CD47/MNDA/SERPINA1/PLAU/ITGB2/TYROBP/RAB31/RAB27A/FPR1/PLAUR/ITGAM/ARHGAP45/PYCARD/CTSS/MAPK1/SYK/SERPINB1/PGM2/SNAP25/TBC1D10C/ADAM10/ITGAL/ITGAX/ADGRE5/AMPD3/MVP/TMC6/KCNAB2/SLC2A3/NCKAP1L/RHOF/LPCAT1/ATP8A1/TMEM63A/ACLY/METTL7A/CAT/IDH1/CYSTM1/AGPAT2/ATP8B4/SVIP/ENPP4/PGRMC1/CD36/ALDOC/SLC27A2/MGST1/SLCO4C1",68
"1142","Atopic_Dermatitis","GO:0034341","response to interferon-gamma","37/1295","197/18862",1.83292415930941e-08,1.44875634673549e-06,1.08513748138467e-06,"CCL18/OASL/SOCS3/CCL13/OAS2/KYNU/CCL2/OAS3/UBD/OAS1/STAT1/IRF7/CCL22/PARP9/CCL19/WNT5A/HCK/PTAFR/IRF8/CCL5/IRF1/CD47/AIF1/HLA-DPA1/IFI30/PARP14/SOCS1/TRIM62/ICAM1/NMI/SP100/IRF4/GBP1/IRF9/SNCA/NR1H3/PPARG",37
"1143","Atopic_Dermatitis","GO:0097530","granulocyte migration","31/1295","148/18862",1.87983987926224e-08,1.44875634673549e-06,1.08513748138467e-06,"CXCL8/CCL18/S100A12/CCL13/CXCL1/CCL2/CCR7/SLAMF8/ADAM8/DPP4/CCL22/CCL19/PIK3CG/FCER1G/HRH1/RAC2/CCL5/CAMK1D/ITGB2/AKIRIN1/NOD2/CXCL2/JAML/MAPK1/SYK/PIK3CD/MCOLN2/MYD88/NCKAP1L/IRAK4/RARRES2",31
"1144","Atopic_Dermatitis","GO:0002446","neutrophil mediated immunity","69/1295","499/18862",1.8841833834258e-08,1.44875634673549e-06,1.08513748138467e-06,"S100A12/TCN1/PRSS3/TNFAIP6/CXCL1/MMP9/PTPRC/DNASE1L3/ADAM8/LYZ/ARHGAP9/PRSS2/SELL/COTL1/CD53/PTAFR/FCER1G/CTSC/DOCK2/CD47/MNDA/SERPINA1/PLAU/ITGB2/TYROBP/RAB31/RAB27A/FPR1/PLAUR/ITGAM/ARHGAP45/PYCARD/CTSS/MAPK1/SYK/SERPINB1/PGM2/SNAP25/TBC1D10C/ADAM10/ITGAL/ITGAX/ADGRE5/AMPD3/MVP/TMC6/KCNAB2/SLC2A3/NCKAP1L/RHOF/IRAK4/LPCAT1/ATP8A1/TMEM63A/ACLY/METTL7A/CAT/IDH1/CYSTM1/AGPAT2/ATP8B4/SVIP/ENPP4/PGRMC1/CD36/ALDOC/SLC27A2/MGST1/SLCO4C1",69
"1145","Atopic_Dermatitis","GO:1901568","fatty acid derivative metabolic process","22/1295","82/18862",2.01635761429883e-08,1.52943449852153e-06,1.14556647389894e-06,"ALOX5AP/ACOT7/BDH2/ACAT1/ACSL5/ACLY/ACSL3/SLC25A1/AACS/FITM2/ACSL1/GGT2/SCD/ELOVL5/HMGCS2/ACSS3/ACSBG1/ALOX15B/FASN/DGAT2/FAR2/ELOVL3",22
"1146","Atopic_Dermatitis","GO:0033047","regulation of mitotic sister chromatid segregation","16/1295","45/18862",2.1431988766129e-08,1.59718715151402e-06,1.19631409850197e-06,"BUB1/TRIP13/CCNB1/CENPF/CDC20/TTK/NDC80/AURKB/ATM/ZWINT/PTTG1/BUB1B/CDT1/FBXO5/DUSP1/TPR",16
"1147","Atopic_Dermatitis","GO:0072676","lymphocyte migration","27/1295","118/18862",2.16994301545818e-08,1.59718715151402e-06,1.19631409850197e-06,"CCL18/C10orf99/CCL13/GPR183/CH25H/CCL2/CCR7/CYP7B1/ADAM8/CCL22/MYO1G/CCL19/WNT5A/PIK3CG/CCL5/AIF1/PYCARD/CCR6/ITGA4/ICAM1/ADAM10/ITGAL/PIK3CD/ZAP70/KLRC4-KLRK1/STK39/APOD",27
"1148","Atopic_Dermatitis","GO:0016125","sterol metabolic process","33/1295","165/18862",2.19104597660038e-08,1.59718715151402e-06,1.19631409850197e-06,"CH25H/CYP7B1/SQLE/ACADL/SCARB1/ACLY/APOE/LSS/SC5D/OSBPL1A/EPHX2/CAT/MVK/PRKAG2/FAXDC2/HMGCS1/ACAT2/SOAT1/VLDLR/SCD/MSMO1/FMO5/MVD/DHCR7/ACACB/ACAA2/INSIG1/PRKAA2/HMGCS2/FASN/DGAT2/GPAM/LEP",33
"1149","Atopic_Dermatitis","GO:0008203","cholesterol metabolic process","31/1295","149/18862",2.22002547301593e-08,1.59756448462031e-06,1.19659672594138e-06,"CH25H/CYP7B1/SQLE/ACADL/SCARB1/ACLY/APOE/LSS/SC5D/OSBPL1A/EPHX2/CAT/MVK/HMGCS1/ACAT2/SOAT1/VLDLR/SCD/MSMO1/FMO5/MVD/DHCR7/ACACB/ACAA2/INSIG1/PRKAA2/HMGCS2/FASN/DGAT2/GPAM/LEP",31
"1150","Atopic_Dermatitis","GO:0002688","regulation of leukocyte chemotaxis","27/1295","119/18862",2.62557044936487e-08,1.86548442180823e-06,1.39727226845613e-06,"CXCL8/CCL2/CCR7/SLAMF8/DPP4/CCR1/CCL19/WNT5A/GPSM3/LYN/RAC2/CCL5/CAMK1D/AIF1/AKIRIN1/NOD2/CCR6/MAPK1/PGF/ADAM10/KLRC4-KLRK1/IL6R/DUSP1/NCKAP1L/STK39/RARRES2/PLA2G7",27
"1151","Atopic_Dermatitis","GO:0043312","neutrophil degranulation","67/1295","485/18862",3.14941911311269e-08,2.20971118523769e-06,1.65510262339106e-06,"S100A12/TCN1/PRSS3/TNFAIP6/CXCL1/MMP9/PTPRC/ADAM8/LYZ/ARHGAP9/PRSS2/SELL/COTL1/CD53/PTAFR/FCER1G/CTSC/DOCK2/CD47/MNDA/SERPINA1/PLAU/ITGB2/TYROBP/RAB31/RAB27A/FPR1/PLAUR/ITGAM/ARHGAP45/PYCARD/CTSS/MAPK1/SYK/SERPINB1/PGM2/SNAP25/TBC1D10C/ADAM10/ITGAL/ITGAX/ADGRE5/AMPD3/MVP/TMC6/KCNAB2/SLC2A3/NCKAP1L/RHOF/LPCAT1/ATP8A1/TMEM63A/ACLY/METTL7A/CAT/IDH1/CYSTM1/AGPAT2/ATP8B4/SVIP/ENPP4/PGRMC1/CD36/ALDOC/SLC27A2/MGST1/SLCO4C1",67
"1152","Atopic_Dermatitis","GO:0006638","neutral lipid metabolic process","29/1295","136/18862",3.53802956153374e-08,2.42182438157181e-06,1.81397818597763e-06,"PIK3CG/GPAT3/AVIL/SCARB1/APOE/ANG/CAT/ABHD5/FITM2/ACSL1/MGLL/LPIN1/GK5/PNPLA2/PLIN5/MOGAT2/GPLD1/LIPH/NR1H3/INSIG1/APOC1/PNPLA3/LPL/DGAT2/GPAM/FABP4/MOGAT1/FABP7/THRSP",29
"1153","Atopic_Dermatitis","GO:0006639","acylglycerol metabolic process","29/1295","136/18862",3.53802956153374e-08,2.42182438157181e-06,1.81397818597763e-06,"PIK3CG/GPAT3/AVIL/SCARB1/APOE/ANG/CAT/ABHD5/FITM2/ACSL1/MGLL/LPIN1/GK5/PNPLA2/PLIN5/MOGAT2/GPLD1/LIPH/NR1H3/INSIG1/APOC1/PNPLA3/LPL/DGAT2/GPAM/FABP4/MOGAT1/FABP7/THRSP",29
"1154","Atopic_Dermatitis","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","15/1295","41/18862",3.7931358962996e-08,2.54655591292669e-06,1.90740373685696e-06,"BUB1/TRIP13/CCNB1/CENPF/CDC20/TTK/NDC80/AURKB/ATM/ZWINT/BUB1B/CDT1/FBXO5/DUSP1/TPR",15
"1155","Atopic_Dermatitis","GO:0001819","positive regulation of cytokine production","62/1295","437/18862",3.85229820383208e-08,2.54655591292669e-06,1.90740373685696e-06,"MMP12/CLEC7A/IL26/MIR21/CCR7/CD274/PTPRC/CD2/STAT1/ADAM8/IRF7/LTB/CCL19/WNT5A/PTGS2/PLA2G3/PTAFR/IRF8/GPSM3/RSAD2/FCER1G/DDX58/IRF1/IL4R/MNDA/NR4A3/AIF1/CD28/TYROBP/LAPTM5/IL12RB2/POLR3G/NOD2/HLA-DPA1/RASGRP1/PYCARD/PANX1/AFAP1L2/IL15/SYK/NFKB2/TGFB1/IRF4/PTPN22/MCOLN2/IL6R/LRRFIP1/MYD88/MALT1/PIK3R1/CD34/SPTBN1/AGPAT1/GPRC5B/F3/AGPAT2/HILPDA/CD36/GATA6/LPL/ALOX15B/LEP",62
"1156","Atopic_Dermatitis","GO:0071346","cellular response to interferon-gamma","34/1295","177/18862",3.85635582752127e-08,2.54655591292669e-06,1.90740373685696e-06,"CCL18/OASL/SOCS3/CCL13/OAS2/CCL2/OAS3/OAS1/STAT1/IRF7/CCL22/PARP9/CCL19/WNT5A/HCK/PTAFR/IRF8/CCL5/IRF1/CD47/AIF1/HLA-DPA1/IFI30/PARP14/SOCS1/TRIM62/ICAM1/NMI/SP100/IRF4/GBP1/IRF9/NR1H3/PPARG",34
"1157","Atopic_Dermatitis","GO:0045839","negative regulation of mitotic nuclear division","16/1295","47/18862",4.36994298194775e-08,2.85214999507822e-06,2.13629770745401e-06,"BUB1/TRIP13/CHEK1/CCNB1/CENPF/CDC20/TTK/NDC80/AURKB/ATM/ZWINT/BUB1B/CDT1/FBXO5/DUSP1/TPR",16
"1158","Atopic_Dermatitis","GO:0015909","long-chain fatty acid transport","20/1295","72/18862",4.66308453441388e-08,3.00849350478909e-06,2.25340104421646e-06,"PLA2G3/SYK/SLC2A1/BDKRB2/ACSL5/PLIN2/ACSL3/APOE/IRS2/PLA2R1/PRKAG2/ACSL1/CD36/SLC27A2/ACACB/PRKAA2/PPARG/SPX/FABP4/THRSP",20
"1159","Atopic_Dermatitis","GO:0010889","regulation of sequestering of triglyceride","9/1295","14/18862",4.81872160552719e-08,3.07357776952547e-06,2.30215001106168e-06,"PLIN2/PPARA/ABHD5/FITM2/PNPLA2/PLIN5/LPL/PPARG/CIDEA",9
"1160","Atopic_Dermatitis","GO:0072678","T cell migration","19/1295","66/18862",5.35328391060843e-08,3.3721468657231e-06,2.52578217515693e-06,"C10orf99/GPR183/CCL2/ADAM8/MYO1G/WNT5A/PIK3CG/CCL5/AIF1/PYCARD/CCR6/ITGA4/ICAM1/ADAM10/ITGAL/PIK3CD/ZAP70/STK39/APOD",19
"1161","Atopic_Dermatitis","GO:1990266","neutrophil migration","27/1295","123/18862",5.49467036409859e-08,3.3721468657231e-06,2.52578217515693e-06,"CXCL8/CCL18/S100A12/CCL13/CXCL1/CCL2/CCR7/SLAMF8/ADAM8/DPP4/CCL22/CCL19/PIK3CG/FCER1G/RAC2/CCL5/CAMK1D/ITGB2/NOD2/CXCL2/JAML/SYK/PIK3CD/MCOLN2/MYD88/NCKAP1L/IRAK4",27
"1162","Atopic_Dermatitis","GO:0071900","regulation of protein serine/threonine kinase activity","67/1295","492/18862",5.51531655890742e-08,3.3721468657231e-06,2.52578217515693e-06,"S100A12/CDKN3/PTPRC/CEMIP/CDK1/ADAM8/CCNB1/CCL19/WNT5A/CDC6/CCNE2/CDK5R1/PKIA/PIK3CG/LYN/PBK/FGD2/CCNB2/CCNA2/FPR1/THY1/NRG1/IQGAP3/NOD2/RASGRP1/FAM20A/SFN/MAP4K1/PYCARD/RGS14/IRAK2/CKS2/MAPK1/TNFAIP3/SYK/CCNE1/CBLC/BLM/TGFB1/STK4/PTPN22/CCND3/PIK3R5/CDC25A/DUSP1/MAPKAPK3/NR2F2/DUSP4/INSR/APOE/DUSP16/STK39/PDCD4/PDGFD/PRKAG2/CDKN1C/DIRAS3/UCHL1/ACSL1/PKIB/SNCA/GHR/FZD4/FGF2/MUC20/PAK3/TF",67
