"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1163","Atopic_Dermatitis","GO:0019432","triglyceride biosynthetic process","15/1295","42/18862",5.52712473982763e-08,3.3721468657231e-06,2.52578217515693e-06,"GPAT3/SCARB1/FITM2/ACSL1/LPIN1/PLIN5/MOGAT2/GPLD1/NR1H3/PNPLA3/LPL/DGAT2/GPAM/MOGAT1/THRSP",15
"1164","Atopic_Dermatitis","GO:0045088","regulation of innate immune response","49/1295","315/18862",5.99866345469454e-08,3.62048365281725e-06,2.71178968172609e-06,"MMP12/SOCS3/MIR21/SLAMF8/SAMHD1/NLRC3/STAT1/ADAM8/CLEC10A/IRF7/PARP9/WNT5A/RELB/HCK/CD209/LYN/FCER1G/CCL5/IRF1/MNDA/TYROBP/POLR3G/IFI35/NOD2/RASGRP1/PARP14/PYCARD/LRP8/TNFAIP3/SOCS1/SYK/PLSCR1/PSMB10/NMI/PTPN22/PSMB8/SERPINB9/CD96/PAK2/KLRC4-KLRK1/BIRC3/MALT1/APOE/MUC1/NR1H3/MUC20/PAK3/PPARG/LEP",49
"1165","Atopic_Dermatitis","GO:0007094","mitotic spindle assembly checkpoint","14/1295","37/18862",6.58031462817413e-08,3.84406140460618e-06,2.87925234652585e-06,"BUB1/TRIP13/CCNB1/CENPF/CDC20/TTK/NDC80/AURKB/ATM/ZWINT/BUB1B/CDT1/DUSP1/TPR",14
"1166","Atopic_Dermatitis","GO:0071173","spindle assembly checkpoint","14/1295","37/18862",6.58031462817413e-08,3.84406140460618e-06,2.87925234652585e-06,"BUB1/TRIP13/CCNB1/CENPF/CDC20/TTK/NDC80/AURKB/ATM/ZWINT/BUB1B/CDT1/DUSP1/TPR",14
"1167","Atopic_Dermatitis","GO:0071174","mitotic spindle checkpoint","14/1295","37/18862",6.58031462817413e-08,3.84406140460618e-06,2.87925234652585e-06,"BUB1/TRIP13/CCNB1/CENPF/CDC20/TTK/NDC80/AURKB/ATM/ZWINT/BUB1B/CDT1/DUSP1/TPR",14
"1168","Atopic_Dermatitis","GO:1901617","organic hydroxy compound biosynthetic process","42/1295","251/18862",6.64304215654374e-08,3.84406140460618e-06,2.87925234652585e-06,"CH25H/CYP7B1/CDH3/WNT5A/PTAFR/HRH1/SPTLC2/P2RY1/ACER3/PCBD2/SQLE/OSBPL6/OSBPL3/PLEK/ACLY/APOE/LSS/SC5D/OSBPL1A/MVK/PRKAG2/FAXDC2/HMGCS1/ACAT2/SCD/SNCA/MSMO1/AKR1C3/FGF2/MVD/SLC27A2/DHCR7/ACACB/ACAA2/INSIG1/PRKAA2/HMGCS2/ACOX2/ALOX15B/FASN/GPAM/LEP",42
"1169","Atopic_Dermatitis","GO:0006694","steroid biosynthetic process","35/1295","190/18862",7.31343111548541e-08,4.18880498481833e-06,3.13746980400094e-06,"CH25H/CYP7B1/SQLE/OSBPL6/OSBPL3/SCARB1/ACLY/APOE/LSS/SC5D/OSBPL1A/MVK/PRKAG2/FAXDC2/DHRS11/HMGCS1/ACAT2/SCD/MSMO1/AKR1C3/PRLR/MVD/PPARGC1A/SLC27A2/DHCR7/ACACB/ACAA2/INSIG1/PRKAA2/HMGCS2/ACOX2/FASN/GPAM/LEP/HSD11B1",35
"1170","Atopic_Dermatitis","GO:0002687","positive regulation of leukocyte migration","28/1295","133/18862",8.08467580707739e-08,4.58376619243691e-06,3.43330092221872e-06,"CXCL8/CCR7/ADAM8/CCR1/CCL19/WNT5A/PTAFR/GPSM3/RAC2/CCL5/CAMK1D/AIF1/THY1/AKIRIN1/PYCARD/CCR6/MAPK1/ITGA4/PGF/ICAM1/SELP/ADAM10/IL6R/NCKAP1L/STK39/PDGFD/RARRES2/PLA2G7",28
"1171","Atopic_Dermatitis","GO:0031577","spindle checkpoint","14/1295","38/18862",9.76218274962418e-08,5.47951317736405e-06,4.10422714757884e-06,"BUB1/TRIP13/CCNB1/CENPF/CDC20/TTK/NDC80/AURKB/ATM/ZWINT/BUB1B/CDT1/DUSP1/TPR",14
"1172","Atopic_Dermatitis","GO:0070371","ERK1 and ERK2 cascade","49/1295","320/18862",9.89394963199451e-08,5.49848903805794e-06,4.11844031580887e-06,"CCL18/APELA/CCL13/GPR183/IL26/CCL2/MIR21/CCR7/FAM83D/PTPRC/CCL22/CCR1/CCL19/LYN/CCL5/MFHAS1/IQGAP3/NOD2/TPBG/RASGRP1/P2RY1/PYCARD/RGS14/MAPK1/SYK/ICAM1/DLG1/TBC1D10C/TGFB1/PTPN22/GBP1/DUSP1/EPHA2/WNK2/DUSP4/APOE/RPS6KA6/AKAP12/PDGFD/CAMK2N1/MTURN/TIMP3/ANGPT1/SOX9/EPHB1/CD36/NDRG2/FGF2/TF",49
"1173","Atopic_Dermatitis","GO:0043491","protein kinase B signaling","44/1295","273/18862",9.99563740283498e-08,5.50054046491302e-06,4.11997686139555e-06,"LCK/IL26/CCL2/MIR21/CCR7/TRAT1/ADAM8/CCL19/PIK3CG/RAC2/CCL5/MFHAS1/CD28/FAM110C/NRG1/TPBG/HCLS1/DLG1/TGFB1/PIK3CD/PIK3R5/EPHA2/RPS6KB2/PLK3/PIK3R1/INSR/TCF7L2/TSPYL5/IRS2/PPARA/SFRP5/IGFBP5/F3/PEAR1/ANGPT1/SOX9/MYOC/MAGI2/AKR1C3/FGF2/MERTK/KLB/BTC/LEP",44
"1174","Atopic_Dermatitis","GO:0051783","regulation of nuclear division","28/1295","135/18862",1.12833566524577e-07,6.14888163982961e-06,4.60559289421727e-06,"DLGAP5/MKI67/BUB1/TRIP13/CHEK1/CCNB1/CENPF/CDC20/WNT5A/TTK/AURKA/CD28/NDC80/NEK2/AURKB/ATM/NUSAP1/ZWINT/BORA/BUB1B/ESPL1/CDT1/FBXO5/DUSP1/RAD51AP1/INSR/TPR/BTC",28
"1175","Atopic_Dermatitis","GO:0045123","cellular extravasation","19/1295","70/18862",1.50846319276361e-07,8.05483150620354e-06,6.03317431072172e-06,"SELE/CCL2/ADAM8/SELPLG/SELL/PTAFR/PIK3CG/CD47/ITGB2/THY1/JAML/ITGA4/ICAM1/SELP/ITGAL/PIK3CD/PDGFD/CCL28/LEP",19
"1176","Atopic_Dermatitis","GO:0002683","negative regulation of immune system process","57/1295","403/18862",1.51215960423752e-07,8.05483150620354e-06,6.03317431072172e-06,"MMP12/SAMSN1/IL7R/CCL2/MIR21/SLAMF8/CD274/PTPRC/SAMHD1/NLRC3/DPP4/GPR68/JAK3/LYN/IRF1/CD47/IL4R/MNDA/TYROBP/LAPTM5/THY1/HFE/NOD2/PARP14/MICB/HLA-DOB/CTLA4/ATM/C1QC/TNFAIP3/SOCS1/TNFRSF21/CST7/DLG1/TBC1D10C/NMI/TGFB1/PTPN22/CD84/GBP1/SERPINB9/CD96/KLRC4-KLRK1/DUSP1/NDFIP1/PIK3R1/TSPAN6/CCL28/ANGPT1/SOX9/TMEM178A/APOD/NR1H3/GAL/MERTK/PPARG/GPAM",57
"1177","Atopic_Dermatitis","GO:0033002","muscle cell proliferation","38/1295","222/18862",1.52113333272328e-07,8.05483150620354e-06,6.03317431072172e-06,"MIR21/MMP9/STAT1/CCNB1/PTAFR/CCL5/NR4A3/AIF1/AKIRIN1/MAPK1/IL15/TNFAIP3/PIM1/IL6R/MYD88/MIR17HG/IRAK4/TPM1/TCF7L2/PDCD4/ANG/HEY2/PDGFD/IGFBP5/ANGPT1/EPHB1/RBPMS2/NDRG2/FOXC1/APOD/FGF2/OGN/PPARGC1A/GATA6/MEGF10/PPARG/SIX1/RBP4",38
"1178","Atopic_Dermatitis","GO:0050863","regulation of T cell activation","49/1295","327/18862",1.94717375072979e-07,1.0214473142847e-05,7.65077418634018e-06,"LCK/IL7R/CCL2/MIR21/CCR7/CD274/PTPRC/CD2/ADAM8/DPP4/CORO1A/JAK3/CCL19/CD209/LYN/RAC2/CCL5/IRF1/CD47/IL4R/MAP3K8/AIF1/CD28/LAPTM5/THY1/HFE/NOD2/HLA-DPA1/CTLA4/PYCARD/IL15/SOCS1/SYK/TNFRSF21/DLG1/IRF4/PTPN22/ZAP70/TNFSF8/PAK2/KLRC4-KLRK1/NCKAP1L/MALT1/NDFIP1/PIK3R1/PAK3/ZBTB16/GPAM/LEP",49
"1179","Atopic_Dermatitis","GO:0019915","lipid storage","21/1295","85/18862",1.97058166285825e-07,1.02415508089105e-05,7.67105571291993e-06,"SQLE/SCARB1/PLIN2/APOE/PPARA/ABHD5/FITM2/SOAT1/HILPDA/MEST/CD36/PNPLA2/PLIN5/NR1H3/ACACB/ACVR1C/LPL/DGAT2/PPARG/LEP/CIDEA",21
"1180","Atopic_Dermatitis","GO:0072329","monocarboxylic acid catabolic process","27/1295","131/18862",2.16449419801986e-07,1.11461522325555e-05,8.34861402886657e-06,"BDH2/ACAT1/HADH/ACADL/MECR/IRS2/PPARA/SLC25A17/DCXR/ACADM/ECI2/ACAT2/LPIN1/FAH/LDHD/HACL1/PLIN5/SORD/SLC27A2/ACACB/ACAA2/CRAT/ACOX2/PON3/HAO2/PECR/LEP",27
"1181","Atopic_Dermatitis","GO:0006695","cholesterol biosynthetic process","19/1295","72/18862",2.45222479344291e-07,1.24003042933289e-05,9.2879903508876e-06,"SQLE/ACLY/APOE/LSS/SC5D/MVK/HMGCS1/ACAT2/SCD/MSMO1/MVD/DHCR7/ACACB/ACAA2/INSIG1/PRKAA2/HMGCS2/FASN/GPAM",19
"1182","Atopic_Dermatitis","GO:1902653","secondary alcohol biosynthetic process","19/1295","72/18862",2.45222479344291e-07,1.24003042933289e-05,9.2879903508876e-06,"SQLE/ACLY/APOE/LSS/SC5D/MVK/HMGCS1/ACAT2/SCD/MSMO1/MVD/DHCR7/ACACB/ACAA2/INSIG1/PRKAA2/HMGCS2/FASN/GPAM",19
"1183","Atopic_Dermatitis","GO:0071621","granulocyte chemotaxis","26/1295","124/18862",2.5316973469301e-07,1.26878725074274e-05,9.50338271018687e-06,"CXCL8/CCL18/S100A12/CCL13/CXCL1/CCL2/CCR7/DPP4/CCL22/CCL19/PIK3CG/FCER1G/HRH1/RAC2/CCL5/CAMK1D/ITGB2/AKIRIN1/NOD2/CXCL2/JAML/MAPK1/SYK/PIK3CD/NCKAP1L/RARRES2",26
"1184","Atopic_Dermatitis","GO:0046651","lymphocyte proliferation","44/1295","282/18862",2.57443969247426e-07,1.27879026494319e-05,9.5783065968721e-06,"IL7R/GPR183/MIR21/CD274/PTPRC/CORO1A/JAK3/CCL19/CD209/PIK3CG/LYN/RAC2/CCL5/IRF1/HELLS/DOCK2/MNDA/AIF1/CD28/TYROBP/HLA-DPA1/RASGRP1/CTLA4/PYCARD/ATM/IL15/SYK/TNFRSF21/DLG1/PSMB10/PTPN22/CCND3/CTPS1/ZAP70/TNFSF8/MYD88/NCKAP1L/MALT1/NDFIP1/BCL2/IRS2/GAL/GPAM/LEP",44
"1185","Atopic_Dermatitis","GO:0050764","regulation of phagocytosis","22/1295","94/18862",2.82769169677013e-07,1.39226609596235e-05,1.0428255435734e-05,"CLEC7A/CCL2/PTPRC/HCK/FCER1G/CAMK1D/DOCK2/CD47/IL2RG/RAB31/RAB27A/NOD2/PYCARD/IL15RA/IL15/SYK/PLSCR1/NCKAP1L/SCARB1/CD36/MERTK/PPARG",22
"1186","Atopic_Dermatitis","GO:0051897","positive regulation of protein kinase B signaling","32/1295","175/18862",3.12027253823093e-07,1.5229643267035e-05,1.14072023045257e-05,"LCK/IL26/MIR21/CCR7/TRAT1/ADAM8/CCL19/PIK3CG/RAC2/MFHAS1/CD28/FAM110C/NRG1/TPBG/HCLS1/TGFB1/PIK3CD/PIK3R5/PIK3R1/INSR/TCF7L2/TSPYL5/IRS2/IGFBP5/F3/ANGPT1/MYOC/AKR1C3/FGF2/KLB/BTC/LEP",32
"1187","Atopic_Dermatitis","GO:0050867","positive regulation of cell activation","57/1295","412/18862",3.1968532109489e-07,1.5468911269876e-05,1.15864171728947e-05,"CLEC7A/LCK/IL7R/GPR183/CCL2/MIR21/CCR7/CD274/TRBC1/PTPRC/CD2/ADAM8/DPP4/CORO1A/JAK3/CCL19/WNT5A/PLA2G3/PTAFR/CD209/LYN/CCL5/CTSC/CD47/IL4R/NR4A3/MAP3K8/AIF1/CD28/ITGB2/TYROBP/THY1/NOD2/HLA-DPA1/ITGAM/CTLA4/PYCARD/IL15/SOCS1/SYK/SELP/TGFB1/PTPN22/ZAP70/PLEK/PAK2/KLRC4-KLRK1/MYD88/NCKAP1L/MALT1/PIK3R1/BCL2/IRS2/PAK3/ZBTB16/GPAM/LEP",57
"1188","Atopic_Dermatitis","GO:0046486","glycerolipid metabolic process","59/1295","433/18862",3.36211955092548e-07,1.61295530250809e-05,1.20812465014812e-05,"SOCS3/PLA2G3/PIK3CG/PLBD1/GPAT3/GDPD3/ATM/ARF3/SOCS1/PLSCR1/BPNT1/PIK3CD/PIK3R5/PLEK/AVIL/LPCAT1/CHPT1/PIK3R1/GDPD1/SCARB1/ACSL3/APOE/AGPAT1/ANG/CAT/GPD1L/ABHD5/AGPAT3/AGPAT2/PIGC/FITM2/ACSL1/MGLL/LPIN1/PLD6/GK5/SLC44A3/PCTP/ACP6/PIP5K1B/PNPLA2/PLIN5/MOGAT2/FGF2/GPLD1/LIPH/NR1H3/PLA2G7/INSIG1/APOC1/PNPLA3/LPL/DGAT2/GPAM/FABP4/GPD1/MOGAT1/FABP7/THRSP",59
"1189","Atopic_Dermatitis","GO:0045017","glycerolipid biosynthetic process","42/1295","266/18862",3.44976785060054e-07,1.64097855469668e-05,1.22911443312208e-05,"PIK3CG/GPAT3/ATM/ARF3/PLSCR1/PIK3CD/PIK3R5/AVIL/LPCAT1/CHPT1/PIK3R1/SCARB1/ACSL3/AGPAT1/ANG/GPD1L/ABHD5/AGPAT3/AGPAT2/PIGC/FITM2/ACSL1/LPIN1/PLD6/SLC44A3/PCTP/ACP6/PIP5K1B/PNPLA2/PLIN5/MOGAT2/FGF2/GPLD1/LIPH/NR1H3/PNPLA3/LPL/DGAT2/GPAM/GPD1/MOGAT1/THRSP",42
"1190","Atopic_Dermatitis","GO:0032943","mononuclear cell proliferation","44/1295","285/18862",3.48713886980883e-07,1.64481600640647e-05,1.23198873472061e-05,"IL7R/GPR183/MIR21/CD274/PTPRC/CORO1A/JAK3/CCL19/CD209/PIK3CG/LYN/RAC2/CCL5/IRF1/HELLS/DOCK2/MNDA/AIF1/CD28/TYROBP/HLA-DPA1/RASGRP1/CTLA4/PYCARD/ATM/IL15/SYK/TNFRSF21/DLG1/PSMB10/PTPN22/CCND3/CTPS1/ZAP70/TNFSF8/MYD88/NCKAP1L/MALT1/NDFIP1/BCL2/IRS2/GAL/GPAM/LEP",44
"1191","Atopic_Dermatitis","GO:0050766","positive regulation of phagocytosis","18/1295","67/18862",3.7790479772904e-07,1.76764969137758e-05,1.32399277379806e-05,"CLEC7A/CCL2/PTPRC/FCER1G/CAMK1D/DOCK2/CD47/IL2RG/RAB31/RAB27A/NOD2/PYCARD/IL15RA/IL15/NCKAP1L/CD36/MERTK/PPARG",18
"1192","Atopic_Dermatitis","GO:0051784","negative regulation of nuclear division","16/1295","54/18862",3.87704003331381e-07,1.79849799231326e-05,1.34709855528972e-05,"BUB1/TRIP13/CHEK1/CCNB1/CENPF/CDC20/TTK/NDC80/AURKB/ATM/ZWINT/BUB1B/CDT1/FBXO5/DUSP1/TPR",16
"1193","Atopic_Dermatitis","GO:0035337","fatty-acyl-CoA metabolic process","14/1295","42/18862",4.11409002848884e-07,1.892818633599e-05,1.4177459511462e-05,"ACOT7/ACSL5/ACLY/ACSL3/SLC25A1/FITM2/ACSL1/SCD/ELOVL5/ACSBG1/FASN/DGAT2/FAR2/ELOVL3",14
"1194","Atopic_Dermatitis","GO:0106106","cold-induced thermogenesis","28/1295","144/18862",4.61592393411272e-07,2.08945008404635e-05,1.56502548326369e-05,"DIO2/IL4R/TRPV2/IL15/SYK/IRF4/TLE3/ACOT13/THRA/HADH/ACADL/PRDM16/ACSL1/LPIN1/SCD/CD36/PCTP/PRLR/PPARGC1A/ALDH1A1/NR1H3/ESRRG/G0S2/FABP4/ADRB1/LEP/CIDEA/ELOVL3",28
"1195","Atopic_Dermatitis","GO:0120161","regulation of cold-induced thermogenesis","28/1295","144/18862",4.61592393411272e-07,2.08945008404635e-05,1.56502548326369e-05,"DIO2/IL4R/TRPV2/IL15/SYK/IRF4/TLE3/ACOT13/THRA/HADH/ACADL/PRDM16/ACSL1/LPIN1/SCD/CD36/PCTP/PRLR/PPARGC1A/ALDH1A1/NR1H3/ESRRG/G0S2/FABP4/ADRB1/LEP/CIDEA/ELOVL3",28
"1196","Atopic_Dermatitis","GO:0030730","sequestering of triglyceride","9/1295","17/18862",4.84204852632682e-07,2.15253215676139e-05,1.61227478205763e-05,"PLIN2/PPARA/ABHD5/FITM2/PNPLA2/PLIN5/LPL/PPARG/CIDEA",9
"1197","Atopic_Dermatitis","GO:0051782","negative regulation of cell division","9/1295","17/18862",4.84204852632682e-07,2.15253215676139e-05,1.61227478205763e-05,"C10orf99/E2F7/AURKB/BLM/E2F8/ORC6/TXNIP/PTCH1/SUSD2",9
"1198","Atopic_Dermatitis","GO:0001676","long-chain fatty acid metabolic process","25/1295","120/18862",4.87032930533932e-07,2.15253215676139e-05,1.61227478205763e-05,"PTGS2/PTGS1/ACOT7/GPX4/ACSL5/ACADL/ACSL3/EPHX2/ACSM5/ACSL1/MGLL/ACOT4/EPHX1/CYP2J2/HACL1/AKR1C3/ELOVL5/SLC27A2/ACSBG1/PNPLA3/ALOX15B/ACOT1/ACSM3/FADS2/ELOVL3",25
"1199","Atopic_Dermatitis","GO:1990845","adaptive thermogenesis","29/1295","153/18862",5.0766086612939e-07,2.22617221998771e-05,1.6674321540467e-05,"DIO2/IL4R/TRPV2/IL15/SYK/IRF4/TLE3/ACOT13/THRA/HADH/ACADL/PRDM16/ACSL1/LPIN1/SCD/CD36/PCTP/PRLR/PPARGC1A/ALDH1A1/NR1H3/ESRRG/G0S2/FABP4/ADRB1/LEP/CIDEA/ELOVL3/PM20D1",29
"1200","Atopic_Dermatitis","GO:0030258","lipid modification","42/1295","270/18862",5.20781976653488e-07,2.26600715888064e-05,1.69726904508693e-05,"SOCS3/PIK3CG/NR4A3/SOCS1/BPNT1/PIK3CD/PIK3R1/BDH2/ACAT1/HADH/ACADL/MECR/APOE/IRS2/PPARA/SLC25A17/EPHX2/PRKAG2/ACADM/ECI2/ACAT2/SOAT1/SOX9/PIP5K1B/HACL1/APOD/PLIN5/PPARGC1A/SLC27A2/ACACB/ACAA2/PLA2G7/CRAT/FA2H/APOC1/ACOX2/ALOX15B/DGAT2/PPARG/HAO2/PECR/LEP",42
"1201","Atopic_Dermatitis","GO:0008202","steroid metabolic process","48/1295","329/18862",5.77559191224018e-07,2.4766543438716e-05,1.85504654597376e-05,"CH25H/UGT1A3/CYP7B1/SQLE/OSBPL6/OSBPL3/ACAT1/AKR1C1/ACADL/SCARB1/ACLY/APOE/LSS/SC5D/OSBPL1A/EPHX2/CAT/MVK/PRKAG2/FAXDC2/DHRS11/HMGCS1/ACAT2/SOAT1/VLDLR/SCD/MSMO1/AKR1C3/PRLR/FMO5/MVD/PPARGC1A/SLC27A2/DHCR7/ACACB/GAL/ACAA2/RORC/INSIG1/PRKAA2/HMGCS2/APOC1/ACOX2/FASN/DGAT2/GPAM/LEP/HSD11B1",48
"1202","Atopic_Dermatitis","GO:0051302","regulation of cell division","31/1295","171/18862",5.78018384192375e-07,2.4766543438716e-05,1.85504654597376e-05,"C10orf99/KIF20A/KIF23/E2F7/CDC6/KIF14/BRCA2/AURKA/ECT2/SFN/CDC25B/PRC1/AURKB/PGF/KIF18B/BLM/TGFB1/E2F8/ORC6/PLK4/PLK3/KLHL13/NAP1L2/TXNIP/PTCH1/CAT/PDGFD/CENPV/SUSD2/FGF2/BTC",31
"1203","Atopic_Dermatitis","GO:0002831","regulation of response to biotic stimulus","57/1295","420/18862",6.0566959410107e-07,2.57547229673432e-05,1.92906248711298e-05,"MMP12/SOCS3/MIR21/SLAMF8/CD274/SAMHD1/NLRC3/STAT1/ADAM8/CLEC10A/IRF7/PARP9/WNT5A/RELB/HCK/CD209/LYN/FCER1G/DDX58/CCL5/IRF1/MNDA/TYROBP/POLR3G/IFI35/NOD2/RASGRP1/PARP14/MICB/PYCARD/LRP8/IL15/TNFAIP3/SOCS1/SYK/PLSCR1/PSMB10/NMI/PTPN22/PSMB8/SERPINB9/DTX3L/CD96/PAK2/KLRC4-KLRK1/BIRC3/MALT1/APOE/TSPAN6/CD36/MUC1/NR1H3/MUC20/PAK3/GATA6/PPARG/LEP",57
"1204","Atopic_Dermatitis","GO:0070372","regulation of ERK1 and ERK2 cascade","45/1295","301/18862",6.49918923069635e-07,2.74285331969162e-05,2.05443306588059e-05,"CCL18/APELA/CCL13/GPR183/IL26/CCL2/MIR21/CCR7/FAM83D/PTPRC/CCL22/CCR1/CCL19/LYN/CCL5/MFHAS1/NOD2/TPBG/RASGRP1/P2RY1/PYCARD/RGS14/SYK/ICAM1/DLG1/TBC1D10C/TGFB1/PTPN22/GBP1/DUSP1/EPHA2/WNK2/DUSP4/APOE/RPS6KA6/AKAP12/PDGFD/CAMK2N1/MTURN/TIMP3/ANGPT1/EPHB1/CD36/NDRG2/FGF2",45
"1205","Atopic_Dermatitis","GO:1903131","mononuclear cell differentiation","56/1295","411/18862",6.67682538983887e-07,2.78103145711442e-05,2.08302899091676e-05,"LCK/IL7R/GPR183/ITK/MIR21/CCR7/SLAMF8/UBD/PTPRC/CD2/ADAM8/IRF7/GPR68/JAK3/IKZF1/CCL19/RELB/IRF8/RSAD2/LYN/FCER1G/IRF1/DOCK2/IL4R/LY6D/BATF3/CD28/CD3D/CTLA4/ATM/CCR6/DOCK10/IL15/SOCS1/ITGA4/SYK/IRF4/PTPN22/PIK3CD/ZAP70/TNFSF8/IL6R/NCKAP1L/MIR17HG/MALT1/NDFIP1/PIK3R1/FZD7/BCL2/ITM2A/RORC/MERTK/ZBTB16/FASN/PPARG/LEP",56
"1206","Atopic_Dermatitis","GO:0010883","regulation of lipid storage","16/1295","56/18862",6.7158505091926e-07,2.78103145711442e-05,2.08302899091676e-05,"SCARB1/PLIN2/PPARA/ABHD5/FITM2/HILPDA/MEST/CD36/PNPLA2/PLIN5/NR1H3/ACACB/LPL/PPARG/LEP/CIDEA",16
"1207","Atopic_Dermatitis","GO:0051383","kinetochore organization","10/1295","22/18862",6.77644906075128e-07,2.78103145711442e-05,2.08302899091676e-05,"DLGAP5/CENPE/CENPF/NDC80/CENPN/NUF2/SMC4/SMC2/CENPW/CDT1",10
"1208","Atopic_Dermatitis","GO:0002696","positive regulation of leukocyte activation","55/1295","401/18862",6.78783733519821e-07,2.78103145711442e-05,2.08302899091676e-05,"CLEC7A/LCK/IL7R/GPR183/CCL2/MIR21/CCR7/CD274/TRBC1/PTPRC/CD2/ADAM8/DPP4/CORO1A/JAK3/CCL19/WNT5A/PLA2G3/PTAFR/CD209/LYN/CCL5/CTSC/CD47/IL4R/NR4A3/MAP3K8/AIF1/CD28/ITGB2/TYROBP/THY1/NOD2/HLA-DPA1/ITGAM/CTLA4/PYCARD/IL15/SOCS1/SYK/TGFB1/PTPN22/ZAP70/PAK2/KLRC4-KLRK1/MYD88/NCKAP1L/MALT1/PIK3R1/BCL2/IRS2/PAK3/ZBTB16/GPAM/LEP",55
"1209","Atopic_Dermatitis","GO:0070661","leukocyte proliferation","46/1295","312/18862",7.31721878735638e-07,2.97619920677039e-05,2.22921219196807e-05,"IL7R/GPR183/MIR21/CD274/PTPRC/CORO1A/JAK3/CCL19/CD209/PIK3CG/LYN/RAC2/CCL5/IRF1/HELLS/DOCK2/MNDA/AIF1/CD28/TYROBP/HLA-DPA1/RASGRP1/CTLA4/PYCARD/ATM/MAPK1/IL15/TNFAIP3/SYK/TNFRSF21/DLG1/PSMB10/PTPN22/CCND3/CTPS1/ZAP70/TNFSF8/MYD88/NCKAP1L/MALT1/NDFIP1/BCL2/IRS2/GAL/GPAM/LEP",46
"1210","Atopic_Dermatitis","GO:0046165","alcohol biosynthetic process","29/1295","156/18862",7.73639523169603e-07,3.12405657809423e-05,2.33995929991624e-05,"PTAFR/HRH1/SPTLC2/P2RY1/ACER3/PCBD2/SQLE/PLEK/ACLY/APOE/LSS/SC5D/MVK/HMGCS1/ACAT2/SCD/SNCA/MSMO1/FGF2/MVD/DHCR7/ACACB/ACAA2/INSIG1/PRKAA2/HMGCS2/FASN/GPAM/LEP",29
"1211","Atopic_Dermatitis","GO:0007015","actin filament organization","58/1295","435/18862",8.69486950414941e-07,3.48602160905648e-05,2.61107584959194e-05,"MIR21/CCR7/CORO1A/MYO1G/FCHSD1/COTL1/HCK/ARPIN/NEB/RAC2/CD47/LCP1/AIF1/MYO5A/DIAPH3/PYCARD/HCLS1/MYO1F/ICAM1/DLG1/CAPG/GMFB/ARPC1B/WIPF1/FSCN1/PLEK/PAK2/TPM3/NCKAP1L/RHOF/AVIL/TPM1/PIK3R1/SPTBN1/BCL2/CORO2B/NEDD9/ANG/COBL/PFN2/SPIRE2/SPTBN5/WASF3/SORBS2/LMOD1/MYO5C/RHOBTB3/GAS2/MYOC/RAPGEF3/ZBED3/SORBS1/SCIN/SHROOM3/PAK3/PPP1R9A/TF/KANK4",58
"1212","Atopic_Dermatitis","GO:0048247","lymphocyte chemotaxis","17/1295","64/18862",9.45048349600329e-07,3.73987149870473e-05,2.80121274219185e-05,"CCL18/C10orf99/CCL13/GPR183/CH25H/CCL2/CYP7B1/ADAM8/CCL22/CCL19/WNT5A/PIK3CG/CCL5/ADAM10/PIK3CD/KLRC4-KLRK1/STK39",17
"1213","Atopic_Dermatitis","GO:0046631","alpha-beta T cell activation","28/1295","149/18862",9.5149354699272e-07,3.73987149870473e-05,2.80121274219185e-05,"GPR183/ITK/MIR21/CD274/PTPRC/JAK3/CCL19/WDFY4/RELB/RSAD2/IRF1/DOCK2/IL4R/CD28/HFE/IL15/SOCS1/SYK/IRF4/PTPN22/ZAP70/TNFSF8/IL6R/NCKAP1L/MALT1/BCL2/RORC/ZBTB16",28
"1214","Atopic_Dermatitis","GO:1903793","positive regulation of anion transport","62/1295","478/18862",9.52791064163152e-07,3.73987149870473e-05,2.80121274219185e-05,"GZMB/CEMIP/ADAM8/GPR68/PLA2G3/PTAFR/CDK5R1/RAC2/VSNL1/NR4A3/ITGB2/GTSE1/HFE/ECT2/SFN/ITGAM/P2RY2/MAPK1/HCLS1/DOC2B/TGFB1/MTCL1/PMAIP1/PLK3/PIK3R1/INSR/ACSL5/ATP8A1/PPM1A/MYH10/PCM1/ACSL3/TCF7L2/BCL2/APOE/IRS2/PLA2R1/AACS/PTCH1/TPR/ANG/SYTL4/MPC2/ZDHHC2/PPID/CAMK2N1/ACSL1/ABCA8/KCNB1/KLF15/RAPGEF3/ABLIM3/GPLD1/NR1H3/SORBS1/GAL/NNAT/MYRIP/CHRM1/RBP4/LEP/PDZK1",62
"1215","Atopic_Dermatitis","GO:1901988","negative regulation of cell cycle phase transition","41/1295","268/18862",1.1045671984851e-06,4.30551089242837e-05,3.22488405756541e-05,"C10orf99/CCL2/MIR21/BUB1/TRIP13/CDK1/CHEK1/CCNB1/CENPF/E2F7/CDC20/CDC6/DTL/TTK/AURKA/GTSE1/NDC80/SFN/AURKB/ATM/ZWINT/ZNF655/BUB1B/DLG1/PSMB10/BLM/PSMB8/E2F8/NABP1/CDT1/FBXO5/DUSP1/PLK3/KANK2/USP47/BCL2/TPR/SUSD2/FHL1/JADE1/MUC1",41
